Name,Orig_Label,Pred_Label,Pred_Blurred_5_Label,Pred_Blurred_10_Label,Pred_Blurred_15_Label,Pred_Blurred_20_Label,Pred_Dark_1_Label,Pred_Dark_2_Label,Pred_Dark_3_Label,Pred_Bright_1_Label,Pred_Bright_2_Label,Pred_Bright_3_Label,Pred_Bright_4_Label,Pred_Bright_5_Label,Pred_Bright_6_Label,Pred_Bright_7_Label,Pred_Occl_5_Label,Pred_Occl_10_Label,Pred_Occl_15_Label,Pred_Occl_20_Label,Pred_Occl_25_Label
00024.png,1,1,1,1,2,7,1,1,1,1,1,1,2,15,17,17,1,1,1,1,1
00025.png,11,11,11,25,11,11,11,11,11,11,11,11,11,11,11,18,11,11,11,11,11
00026.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
00027.png,10,10,10,10,10,17,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
00028.png,9,9,9,9,9,10,9,9,9,5,9,9,9,9,9,15,9,9,35,17,17
00029.png,11,11,11,11,11,21,11,11,11,11,11,11,11,13,12,11,11,11,11,12,11
00030.png,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,1,5,10,5,5
00031.png,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
00032.png,34,34,34,35,34,34,34,34,33,34,34,33,33,38,38,12,34,34,33,35,35
00033.png,23,31,26,20,20,31,31,23,31,23,23,23,23,23,23,23,19,13,18,23,19
00034.png,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
00035.png,17,17,17,17,17,17,17,17,17,17,9,9,41,15,17,41,17,17,17,13,17
00036.png,3,1,3,3,5,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3
00037.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
00038.png,16,16,16,16,16,16,4,16,16,16,16,16,16,16,16,16,16,15,16,16,11
00039.png,8,5,5,5,5,8,8,5,5,8,5,5,5,5,5,5,3,13,4,3,3
00040.png,7,7,7,7,10,10,7,7,7,7,7,7,7,7,7,7,7,7,7,7,20
00041.png,30,31,30,30,30,30,30,30,19,30,30,30,30,30,30,30,30,30,18,18,11
00042.png,18,18,18,18,18,20,18,18,18,18,18,18,18,41,18,18,18,25,18,18,18
00043.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
00044.png,24,24,24,24,18,1,24,24,24,11,24,24,24,24,24,24,18,24,18,26,25
00045.png,25,25,25,25,25,25,25,25,25,25,25,25,25,25,28,25,25,25,11,11,12
00046.png,3,3,2,3,5,5,3,3,3,3,3,3,3,3,1,3,3,13,3,11,12
00047.png,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,18,18
00048.png,18,13,18,20,31,20,18,18,13,18,18,18,18,18,18,18,18,18,13,13,13
00049.png,8,8,8,7,8,8,8,8,8,8,8,8,8,8,8,8,1,8,8,8,20
00050.png,25,11,20,13,20,20,20,20,20,20,11,38,23,38,27,20,25,38,38,13,13
00051.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,25,13,13
00052.png,15,15,15,15,5,15,15,15,15,15,15,15,15,15,15,15,15,35,15,35,15
00053.png,9,9,9,9,10,10,9,9,9,9,9,9,9,9,9,10,9,9,15,10,17
00054.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
00055.png,35,35,35,35,33,35,35,35,35,15,35,41,15,17,17,17,35,35,35,35,35
00056.png,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
00057.png,26,26,26,18,26,31,26,26,26,26,18,26,26,26,26,12,18,18,26,26,26
00058.png,9,9,9,9,9,9,10,9,10,9,9,9,9,9,9,9,9,9,35,9,11
00059.png,16,16,16,16,10,10,16,16,10,16,16,16,16,16,16,16,16,16,16,11,16
00060.png,38,38,38,38,38,38,38,38,33,38,38,38,38,38,38,38,38,38,38,38,38
00061.png,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
00062.png,4,4,4,4,5,4,2,4,4,4,4,4,4,4,4,4,15,4,1,17,4
00063.png,9,10,9,10,10,10,9,9,8,9,9,9,9,9,9,9,9,9,18,9,9
00064.png,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,35,17
00065.png,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
00066.png,26,18,26,11,31,26,26,26,26,26,18,11,26,18,42,41,26,18,26,11,15
00067.png,2,2,2,2,5,2,2,2,5,2,2,2,2,2,2,2,2,2,2,3,7
00068.png,5,5,5,2,8,8,5,4,4,1,3,9,17,15,15,38,1,5,5,5,1
00069.png,28,31,28,28,13,23,28,28,28,28,28,28,28,28,28,31,28,28,28,11,28
00070.png,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,18,11
00071.png,25,25,25,25,25,25,25,25,19,25,25,25,25,25,25,25,25,25,25,25,25
00072.png,30,11,11,11,11,13,11,11,11,11,11,30,11,11,11,11,11,20,11,13,11
00073.png,34,34,34,34,34,34,34,34,34,34,34,34,34,33,33,33,34,34,35,35,33
00074.png,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5
00075.png,12,12,12,12,12,12,12,12,6,12,12,12,12,12,12,12,12,12,12,12,12
00076.png,1,1,1,10,5,5,1,1,5,1,1,4,2,2,2,2,1,12,1,10,14
00077.png,10,10,10,10,10,10,10,10,13,10,10,10,10,10,16,10,10,10,10,15,10
00078.png,25,25,25,25,2,28,25,25,25,25,25,25,25,17,28,27,25,25,11,25,25
00079.png,25,25,25,25,17,25,25,25,25,25,25,25,25,27,25,28,25,26,25,25,13
00080.png,21,28,21,30,21,20,21,21,21,21,21,21,21,21,21,21,21,11,21,11,26
00081.png,33,33,33,34,33,34,33,33,34,33,33,33,33,33,33,33,33,35,33,33,33
00082.png,25,25,25,25,25,25,25,26,25,25,25,25,25,25,25,25,25,25,28,25,11
00083.png,7,7,7,12,10,16,7,7,10,7,7,7,5,7,7,7,7,7,7,3,7
00084.png,10,10,10,10,10,10,10,10,10,10,7,10,10,10,10,10,10,10,35,10,10
00085.png,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
00086.png,3,3,3,5,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
00087.png,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7
00088.png,22,22,22,22,22,31,22,22,22,22,22,22,28,22,22,22,22,22,22,26,13
00089.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
00090.png,3,5,3,5,5,5,5,3,5,3,3,3,4,3,3,3,3,3,3,1,18
00091.png,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1,1,1,1,1,1
00092.png,2,2,1,2,2,13,2,2,2,2,2,2,1,1,17,12,2,2,2,14,2
00093.png,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,17,14
00094.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
00095.png,32,32,32,32,32,32,32,32,32,32,32,32,41,41,5,41,32,18,32,32,32
00096.png,3,3,3,3,5,3,3,3,3,3,3,3,3,3,2,3,3,3,3,10,3
00097.png,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,35,38,38,38
00098.png,9,9,9,9,10,10,9,9,9,10,9,9,9,9,9,9,9,9,9,42,9
00099.png,33,33,33,34,34,34,33,33,3,33,33,35,33,33,33,33,33,33,35,33,33
00100.png,1,1,1,7,2,1,1,1,1,1,1,1,1,38,12,18,1,13,1,1,14
00101.png,10,10,10,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
00102.png,5,5,8,5,5,8,5,5,3,5,5,5,5,5,5,5,5,5,5,5,10
00103.png,11,11,11,11,11,11,11,11,11,11,11,11,11,11,19,11,11,11,11,11,18
00104.png,33,33,33,34,34,34,33,34,33,33,33,33,33,38,40,38,33,33,35,35,33
00105.png,4,1,4,4,4,8,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4
00106.png,35,35,35,35,35,40,35,35,18,35,35,35,35,35,35,35,35,35,35,35,35
00107.png,25,25,25,25,25,11,25,25,25,25,25,25,25,25,25,25,25,25,25,11,11
00108.png,33,34,33,34,34,34,33,33,33,33,35,17,38,17,15,17,35,33,33,35,35
00109.png,4,4,4,4,8,5,4,4,4,4,4,4,4,10,4,4,4,4,18,18,4
00110.png,1,1,1,1,1,1,1,2,8,1,1,2,1,2,1,1,1,1,1,1,1
00111.png,14,14,14,14,14,17,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
00112.png,16,16,16,15,10,10,16,10,10,16,16,3,16,16,16,16,16,16,16,16,16
00113.png,10,10,10,10,10,9,10,10,10,10,10,10,9,9,9,38,10,10,10,10,13
00114.png,30,11,13,31,20,6,30,31,13,23,42,11,23,11,11,11,30,31,10,20,13
00115.png,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,11,2,3
00116.png,27,27,27,31,28,20,27,25,27,27,27,27,27,21,23,21,28,18,25,12,26
00117.png,29,28,29,28,1,13,29,28,31,26,28,31,19,13,28,13,29,11,11,11,31
00118.png,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13
00119.png,17,17,17,17,17,17,17,17,9,17,9,5,41,12,4,15,17,17,17,17,17
00120.png,13,13,13,13,13,13,13,13,13,13,13,13,12,12,13,11,13,13,33,13,13
00121.png,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,7,7
00122.png,1,1,1,1,1,1,1,1,1,4,2,14,13,14,41,12,1,1,1,14,1
00123.png,8,8,8,8,8,8,10,8,8,8,8,8,8,16,8,8,8,8,7,8,8
00124.png,2,2,2,2,2,2,2,2,2,2,2,7,2,3,3,2,2,2,2,2,1
00125.png,10,10,10,16,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,35,10
00126.png,10,10,10,10,10,10,10,10,10,10,10,10,2,10,10,2,10,10,10,15,10
00127.png,30,25,20,20,13,20,30,11,31,30,25,25,30,12,25,25,20,20,25,30,18
00128.png,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
00129.png,6,6,6,6,6,6,6,6,8,6,6,6,42,6,6,6,6,4,6,6,42
00130.png,36,36,36,36,36,36,36,36,36,36,36,36,35,40,38,38,36,36,36,35,36
00131.png,3,3,3,3,10,10,5,7,10,3,3,3,3,3,1,3,4,11,7,3,10
00132.png,14,14,14,14,17,14,14,18,14,14,14,14,14,14,14,17,14,14,17,13,14
00133.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
00134.png,11,11,11,13,11,11,28,11,11,12,11,11,13,11,18,11,11,11,11,11,11
00135.png,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,11,15
00136.png,18,18,18,18,18,20,18,18,18,18,18,18,18,18,18,18,18,18,18,18,11
00137.png,40,40,40,40,38,34,40,34,34,40,35,40,40,40,40,40,40,34,34,35,38
00138.png,2,2,2,2,2,5,2,2,2,2,2,2,9,2,2,2,2,2,2,11,2
00139.png,38,38,38,38,35,38,38,38,38,38,38,38,38,38,12,38,38,38,38,35,38
00140.png,41,16,41,41,41,41,41,32,41,41,41,41,16,16,41,9,41,41,42,42,42
00141.png,4,4,4,8,8,8,4,5,4,4,4,4,4,4,4,4,4,4,4,11,4
00142.png,6,6,6,6,6,41,41,6,6,6,6,6,6,1,25,0,6,6,6,12,6
00143.png,18,18,18,10,18,26,18,18,18,18,18,18,18,18,18,18,18,18,18,11,18
00144.png,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
00145.png,25,11,20,20,20,20,25,25,20,25,25,20,27,20,27,25,25,11,13,11,13
00146.png,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,4,1,24,2,2,12
00147.png,41,41,41,41,41,41,41,41,41,41,41,41,41,5,15,15,41,41,41,42,41
00148.png,11,11,11,11,11,11,11,11,11,11,11,13,11,11,11,11,11,11,11,11,11
00149.png,21,21,21,21,21,23,21,21,21,31,21,21,21,21,21,21,21,21,18,21,11
00150.png,7,7,7,7,10,10,7,7,7,7,7,7,7,7,7,7,7,8,7,11,7
00151.png,24,24,24,24,24,18,24,4,24,24,11,18,24,24,24,24,24,24,24,24,24
00152.png,11,11,11,11,11,11,25,11,11,11,8,11,11,11,11,11,11,11,18,11,11
00153.png,25,25,25,25,25,25,25,25,25,25,25,25,25,27,25,25,25,21,25,25,25
00154.png,17,17,17,17,17,17,17,17,17,17,17,17,17,15,13,41,17,17,17,17,17
00155.png,3,3,3,5,5,8,3,3,3,3,3,3,3,2,3,3,3,3,3,35,3
00156.png,6,6,6,6,6,6,6,6,13,42,42,6,3,5,4,6,6,6,6,6,42
00157.png,9,9,10,9,9,9,10,9,9,9,10,9,10,10,16,9,15,35,9,10,16
00158.png,7,7,7,8,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,25,13
00159.png,4,1,1,1,1,3,1,4,13,1,4,4,4,4,4,4,4,4,12,12,14
00160.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,13,13,13,13
00161.png,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,35,16,17
00162.png,4,4,4,4,4,2,4,4,4,4,4,4,4,4,1,4,4,1,4,1,4
00163.png,25,20,26,13,20,13,28,11,25,25,28,25,25,11,28,28,25,11,13,25,28
00164.png,18,18,18,18,26,26,18,18,18,18,18,18,18,18,18,18,18,18,18,18,11
00165.png,9,15,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,10,2,9,9
00166.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,11,13,13
00167.png,14,14,14,14,14,14,14,14,14,14,14,12,12,12,12,13,14,14,14,14,14
00168.png,29,29,29,29,29,12,29,29,31,29,29,29,29,29,29,28,29,29,13,13,29
00169.png,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,14,17,17,17,11,17
00170.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
00171.png,38,38,38,38,38,34,38,42,32,38,38,38,38,38,12,12,38,38,38,38,12
00172.png,26,26,18,26,26,26,18,26,26,26,26,26,17,18,26,11,26,26,26,13,26
00173.png,25,25,25,25,25,25,25,25,20,25,25,25,25,25,25,25,25,25,25,18,25
00174.png,33,33,33,34,34,34,33,33,33,33,33,33,33,33,33,33,33,35,33,35,33
00175.png,1,1,1,1,1,1,1,1,5,5,1,2,2,9,38,12,2,1,18,35,1
00176.png,3,3,3,5,7,7,3,3,3,3,3,3,3,3,5,5,3,5,5,3,1
00177.png,40,40,40,40,40,38,40,40,3,40,40,40,40,40,35,40,36,40,33,35,40
00178.png,13,13,13,13,13,13,13,13,13,13,13,13,13,17,17,13,13,13,13,13,13
00179.png,2,2,2,2,2,2,2,2,2,5,2,2,4,2,2,2,2,1,2,12,2
00180.png,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,1,8,17,8,8,8
00181.png,4,2,4,4,4,8,4,4,31,4,4,4,1,4,1,14,4,4,17,17,4
00182.png,36,36,36,38,36,36,36,35,36,36,33,36,35,36,39,38,35,36,36,36,36
00183.png,25,11,25,25,25,25,25,25,25,11,25,25,25,25,25,25,25,25,11,25,25
00184.png,20,19,20,19,20,20,19,19,19,19,19,19,19,19,19,19,20,20,11,11,11
00185.png,25,25,25,25,25,25,25,25,25,25,25,25,25,28,22,25,25,11,25,25,25
00186.png,18,18,18,18,31,31,18,18,18,18,18,18,18,18,18,18,30,18,18,13,13
00187.png,1,1,1,1,5,5,1,2,1,1,1,2,2,41,41,17,1,18,1,1,11
00188.png,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,35,10,10
00189.png,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,11,8,8
00190.png,10,10,10,10,8,8,10,10,10,10,10,10,10,38,10,10,10,10,10,18,10
00191.png,29,29,29,29,29,29,29,29,29,29,29,28,28,20,18,12,28,29,18,29,13
00192.png,12,12,12,12,12,12,12,12,12,11,12,12,12,12,12,12,12,12,12,11,12
00193.png,38,39,38,38,38,10,38,38,38,39,38,38,38,38,13,38,38,38,38,38,35
00194.png,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,21
00195.png,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,9,2
00196.png,8,8,8,8,8,5,8,8,8,8,8,4,2,0,4,4,8,1,5,8,10
00197.png,38,38,38,38,40,40,10,38,38,38,13,38,38,15,38,38,38,38,35,38,38
00198.png,18,21,18,18,26,31,21,11,21,11,21,21,21,21,21,41,42,18,18,28,11
00199.png,28,28,28,18,23,28,28,28,28,28,28,12,28,27,18,18,28,11,18,28,12
00200.png,17,17,17,17,17,17,17,17,17,17,17,17,17,40,38,17,17,17,17,17,17
00201.png,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,10,9,16,11,9,13
00202.png,4,4,4,4,8,13,4,4,4,4,4,4,4,4,4,4,4,4,4,7,4
00203.png,1,1,6,1,1,5,1,1,1,1,1,2,1,4,1,1,0,1,1,1,18
00204.png,17,17,17,17,17,17,17,17,17,17,17,17,14,17,17,17,17,18,17,17,11
00205.png,9,9,9,9,9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,15
00206.png,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20
00207.png,31,31,31,20,31,10,31,31,13,31,31,31,31,31,31,13,31,31,13,13,31
00208.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
00209.png,15,15,15,15,15,15,15,15,15,15,15,15,15,17,12,17,15,15,15,15,17
00210.png,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
00211.png,38,38,38,38,38,42,42,38,13,6,38,38,38,38,38,38,38,38,13,38,12
00212.png,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
00213.png,5,5,2,1,8,8,5,5,3,2,2,2,1,5,38,17,5,5,5,5,1
00214.png,25,25,25,20,25,25,25,25,25,25,26,25,25,25,25,25,25,25,11,25,13
00215.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
00216.png,10,10,10,10,10,10,17,10,10,10,10,10,10,10,9,9,10,18,10,17,10
00217.png,5,5,5,5,2,2,5,5,5,2,2,2,2,1,1,1,5,5,5,2,17
00218.png,4,4,4,4,8,5,4,4,4,4,4,4,4,4,4,2,4,4,2,4,14
00219.png,10,10,10,10,10,10,10,10,10,10,16,10,10,10,10,10,10,10,10,10,10
00220.png,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,10,14
00221.png,4,2,3,4,4,5,4,4,4,4,4,4,4,4,4,1,4,4,1,4,13
00222.png,5,5,5,5,5,7,2,5,5,5,1,29,1,2,2,2,2,30,1,5,12
00223.png,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
00224.png,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
00225.png,12,12,12,12,12,12,12,12,12,12,12,4,12,21,12,12,12,12,12,12,12
00226.png,12,12,12,12,12,12,12,12,13,12,12,12,12,12,12,12,12,12,13,12,12
00227.png,5,5,5,5,5,8,5,5,5,2,5,5,2,5,5,5,5,1,3,5,5
00228.png,8,8,8,8,8,8,8,8,8,8,8,8,8,7,8,8,7,8,8,8,8
00229.png,36,36,33,35,36,2,36,36,1,36,36,36,36,38,36,17,36,35,35,36,36
00230.png,25,11,25,25,25,25,25,25,25,25,25,25,25,25,25,25,11,25,23,11,25
00231.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
00232.png,33,35,34,33,38,38,33,33,33,33,35,15,15,5,13,12,35,40,35,35,35
00233.png,18,18,18,30,31,31,18,18,13,18,18,18,18,11,18,18,18,18,18,18,13
00234.png,33,35,33,33,33,34,33,33,33,33,33,33,33,33,33,33,33,33,35,33,33
00235.png,19,20,20,20,20,10,19,31,19,19,20,20,20,31,20,19,18,19,19,26,13
00236.png,12,12,12,12,42,12,12,12,13,12,12,12,12,12,12,12,12,12,12,12,12
00237.png,30,13,11,13,13,5,30,20,12,30,30,30,30,30,30,11,30,30,11,20,20
00238.png,4,4,4,4,8,8,4,4,9,4,4,4,4,4,4,4,4,4,4,4,4
00239.png,18,18,18,18,18,18,31,18,18,18,18,18,18,18,18,18,18,18,18,13,13
00240.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,14,12,13,12,12,12
00241.png,13,13,13,13,13,13,13,13,32,13,13,13,13,13,13,13,13,13,13,13,13
00242.png,20,19,20,20,26,20,20,20,20,20,19,19,19,19,19,19,20,20,19,17,19
00243.png,0,0,0,4,8,8,0,0,8,0,0,8,0,0,0,1,0,0,4,8,1
00244.png,10,10,20,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,10,25,10
00245.png,40,40,40,40,34,36,40,40,3,40,40,40,40,40,40,40,40,33,40,40,40
00246.png,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,18,5,11,5
00247.png,8,8,10,5,5,5,5,5,8,8,5,8,8,8,8,5,5,8,11,3,5
00248.png,12,12,12,12,12,2,12,12,13,12,12,12,12,12,12,12,12,17,17,12,14
00249.png,38,38,38,12,38,35,38,38,38,38,38,38,38,12,38,38,39,38,35,38,38
00250.png,20,20,20,20,20,20,20,20,31,19,20,19,20,20,19,19,19,20,20,13,13
00251.png,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
00252.png,0,1,8,8,5,8,1,0,5,1,1,0,0,0,0,0,4,0,1,1,1
00253.png,36,35,36,36,37,36,36,36,36,36,36,36,36,36,38,38,35,35,36,36,36
00254.png,34,34,34,34,34,34,34,34,33,33,35,38,12,12,12,38,34,35,34,35,34
00255.png,28,28,28,28,28,28,28,28,28,28,28,28,28,28,41,12,27,18,11,13,28
00256.png,35,35,35,35,35,35,35,35,33,35,35,17,17,41,14,17,35,38,35,33,33
00257.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
00258.png,25,25,25,25,25,25,28,25,25,25,25,25,25,25,38,25,25,13,25,11,11
00259.png,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
00260.png,35,35,35,33,35,35,33,35,35,35,35,35,35,35,35,35,35,35,35,13,35
00261.png,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,14,14,14
00262.png,18,18,18,18,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,31,18
00263.png,25,25,25,28,25,31,25,25,25,29,27,27,25,27,12,12,25,25,25,25,25
00264.png,1,1,1,1,1,5,1,2,3,1,1,1,1,1,1,1,1,1,11,11,1
00265.png,12,12,12,12,12,13,12,12,6,12,12,12,12,12,12,12,12,13,13,12,13
00266.png,5,5,5,5,31,5,5,7,7,5,5,2,2,2,9,1,7,5,13,5,12
00267.png,25,25,25,25,25,25,25,25,25,25,12,11,25,25,25,25,25,18,25,25,25
00268.png,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,1,4,2,2,1,2
00269.png,18,18,26,18,26,5,18,18,18,18,18,18,18,18,18,18,18,18,18,18,13
00270.png,18,18,18,18,24,31,25,31,25,18,18,18,18,41,25,27,18,18,21,21,18
00271.png,18,18,18,18,26,25,18,18,18,20,18,18,18,18,18,18,18,18,18,13,13
00272.png,34,33,34,34,34,34,34,33,33,33,34,34,33,33,33,33,34,34,34,34,35
00273.png,9,9,10,10,10,9,9,9,10,9,10,9,9,9,9,9,9,9,4,10,10
00274.png,25,25,25,25,12,25,11,25,25,25,25,25,25,25,25,12,17,25,25,25,11
00275.png,18,18,18,18,20,20,18,18,18,18,18,18,18,18,18,18,18,18,18,11,13
00276.png,34,34,34,34,34,34,34,34,34,34,33,35,12,12,12,12,34,34,34,35,35
00277.png,39,39,39,39,39,38,38,40,38,38,38,38,38,38,38,14,38,35,40,38,35
00278.png,31,31,31,31,31,20,31,31,31,31,31,31,31,31,31,31,31,18,11,31,31
00279.png,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,10
00280.png,9,9,9,9,9,16,9,9,3,9,9,16,9,9,9,9,9,9,42,9,12
00281.png,35,35,38,33,36,36,33,33,42,35,35,35,35,35,35,36,35,35,11,35,35
00282.png,31,31,31,31,20,31,31,31,31,31,31,31,31,31,31,38,31,31,31,31,31
00283.png,26,26,26,26,19,26,26,26,26,26,26,26,26,26,26,26,26,26,26,17,13
00284.png,1,1,1,1,1,8,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
00285.png,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,41,1,1,18,1,1
