Name,Orig_Label,Pred_Label,Pred_Blurred_5_Label,Pred_Blurred_10_Label,Pred_Blurred_15_Label,Pred_Blurred_20_Label,Pred_Dark_1_Label,Pred_Dark_2_Label,Pred_Dark_3_Label,Pred_Bright_1_Label,Pred_Bright_2_Label,Pred_Bright_3_Label,Pred_Bright_4_Label,Pred_Bright_5_Label,Pred_Bright_6_Label,Pred_Bright_7_Label,Pred_Occl_5_Label,Pred_Occl_10_Label,Pred_Occl_15_Label,Pred_Occl_20_Label,Pred_Occl_25_Label
00023.png,3,3,3,3,5,8,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3
00024.png,1,1,1,2,1,7,1,9,1,1,2,1,15,15,15,15,1,1,1,1,9
00025.png,11,11,11,11,11,28,11,11,11,11,11,25,25,11,15,18,11,11,28,11,1
00026.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
00027.png,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
00028.png,9,9,9,9,9,10,9,9,9,9,9,9,9,10,10,9,9,9,9,9,9
00029.png,11,11,11,11,28,23,11,11,11,25,11,18,1,25,18,15,11,11,31,28,11
00030.png,5,5,5,2,8,2,5,5,5,5,5,5,2,1,2,2,4,5,5,5,5
00031.png,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
00032.png,34,34,34,35,34,34,34,34,34,34,34,33,38,15,41,15,34,34,34,34,34
00033.png,23,25,23,31,31,23,23,25,19,23,23,23,23,11,23,23,26,23,11,23,23
00034.png,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2
00035.png,17,17,17,17,17,17,17,17,17,17,17,15,15,15,15,15,17,17,17,26,17
00036.png,3,3,3,3,3,5,3,3,3,3,3,5,3,3,1,1,3,3,1,3,3
00037.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
00038.png,16,16,16,16,16,16,16,16,16,16,16,16,16,16,1,16,16,16,16,16,1
00039.png,8,5,5,2,8,8,8,5,8,8,5,2,5,5,8,1,2,10,2,2,2
00040.png,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,7,7,4
00041.png,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,28,18,28
00042.png,18,18,18,18,18,20,18,18,18,18,18,18,18,18,18,1,18,18,18,18,18
00043.png,12,12,12,12,12,12,12,6,12,12,12,12,12,12,12,12,12,12,12,12,11
00044.png,24,24,24,25,27,18,24,24,11,25,24,24,29,24,24,24,25,24,26,11,24
00045.png,25,25,25,25,25,19,25,25,25,28,25,25,25,25,25,1,25,25,19,25,28
00046.png,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,2,3,1,3
00047.png,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,10,10
00048.png,18,18,30,18,30,20,18,18,13,18,18,18,18,18,18,18,18,18,18,18,18
00049.png,8,8,8,8,8,8,8,8,8,8,8,7,8,8,8,8,8,8,8,8,8
00050.png,25,41,26,20,41,38,20,20,20,26,41,18,38,40,18,18,41,38,12,12,26
00051.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,25,13,11,13,13,13,13
00052.png,15,15,15,15,15,5,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
00053.png,9,9,9,9,9,10,9,9,9,9,9,9,9,9,10,9,9,10,9,9,9
00054.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
00055.png,35,35,35,35,35,34,35,35,37,35,38,15,12,15,12,4,35,35,35,35,35
00056.png,5,5,5,5,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
00057.png,26,26,26,26,26,25,26,26,26,26,26,26,25,25,12,41,26,26,11,25,26
00058.png,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,9,9,9,9,11
00059.png,16,16,16,20,16,10,10,10,16,16,16,16,16,16,16,16,16,16,16,9,10
00060.png,38,38,38,38,38,38,38,38,38,39,38,38,38,38,38,38,38,38,38,38,38
00061.png,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
00062.png,4,4,4,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
00063.png,9,9,9,9,10,10,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9
00064.png,15,15,15,15,15,15,10,15,15,15,15,15,15,15,15,15,15,15,15,15,8
00065.png,9,4,9,9,9,9,9,9,9,9,9,4,9,9,9,1,9,9,9,9,9
00066.png,26,27,26,26,20,1,26,26,8,26,21,26,26,18,28,11,26,26,26,26,28
00067.png,2,2,2,2,5,5,2,2,5,2,2,2,2,2,2,2,2,2,2,4,2
00068.png,5,5,2,5,7,8,5,1,5,2,2,1,15,16,16,15,1,5,5,5,1
00069.png,28,28,29,29,23,12,28,28,15,28,28,28,28,28,28,28,28,28,25,19,28
00070.png,11,11,11,11,11,28,11,11,11,11,11,11,11,11,11,11,28,11,11,11,11
00071.png,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
00072.png,30,30,30,30,13,2,11,11,11,11,30,30,11,30,30,24,30,30,11,30,11
00073.png,34,34,34,34,34,36,34,34,33,34,34,34,34,33,33,38,34,34,33,34,40
00074.png,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,1,5,5
00075.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
00076.png,1,1,1,2,2,10,1,5,1,1,1,1,4,4,1,1,1,2,1,1,3
00077.png,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
00078.png,25,25,25,25,18,11,25,25,25,25,25,25,11,25,25,25,13,28,13,25,25
00079.png,25,25,25,25,20,28,25,25,25,25,25,25,28,25,1,25,25,25,25,25,18
00080.png,21,21,21,21,21,23,21,21,21,21,21,21,13,21,21,21,21,21,21,11,23
00081.png,33,33,33,34,34,34,34,33,33,33,38,33,33,33,2,33,35,33,36,36,33
00082.png,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
00083.png,7,7,7,7,16,16,7,7,32,7,7,2,7,8,7,7,7,7,7,7,8
00084.png,10,16,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10
00085.png,35,35,35,35,35,34,35,35,35,35,35,35,35,35,35,35,35,35,35,34,35
00086.png,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
00087.png,7,7,7,7,7,7,7,7,7,7,8,7,7,7,7,7,7,7,8,7,7
00088.png,22,22,26,22,22,26,22,22,22,22,22,22,18,22,22,22,22,22,22,28,22
00089.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
00090.png,3,3,3,5,5,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
00091.png,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
00092.png,2,2,1,2,2,2,1,2,1,2,2,2,1,15,15,15,2,4,2,2,2
00093.png,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
00094.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
00095.png,32,32,32,32,4,32,32,32,41,32,32,32,15,15,15,1,32,41,32,4,32
00096.png,3,3,3,3,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12
00097.png,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,36,38,9
00098.png,9,9,9,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
00099.png,33,34,34,34,34,34,34,33,23,34,33,33,33,33,33,33,33,33,33,33,33
00100.png,1,1,1,1,1,1,1,1,1,1,1,1,12,15,15,41,2,2,1,25,1
00101.png,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
00102.png,5,5,5,5,8,8,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2
00103.png,11,11,11,11,11,20,11,26,11,11,11,11,11,11,11,11,11,11,27,11,11
00104.png,33,33,33,34,34,34,34,33,33,33,33,34,33,38,40,18,33,36,33,35,33
00105.png,4,4,4,4,4,8,4,4,4,4,1,4,4,4,2,2,4,4,4,4,4
00106.png,35,35,35,37,35,40,35,35,13,35,35,38,35,35,35,35,35,33,35,35,35
00107.png,25,25,25,25,25,28,25,25,25,25,11,25,25,25,25,25,25,25,25,27,19
00108.png,33,34,33,34,34,38,33,33,33,33,34,15,15,15,15,15,34,34,34,38,40
00109.png,4,4,4,4,4,8,4,8,4,4,4,4,4,4,4,4,4,4,4,4,10
00110.png,1,1,1,1,1,1,2,1,1,1,1,1,2,2,15,15,1,1,1,2,1
00111.png,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
00112.png,16,16,16,16,10,10,16,16,16,16,16,16,16,16,16,16,16,16,9,9,16
00113.png,10,10,10,10,10,10,10,10,10,10,10,10,41,41,15,12,10,10,1,10,1
00114.png,30,31,31,31,20,10,23,42,31,20,23,30,30,31,25,30,31,31,31,30,11
00115.png,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,1,3,3,2,4,2
00116.png,27,31,27,26,20,13,27,27,27,27,27,27,27,28,11,18,27,27,27,26,27
00117.png,29,12,23,12,13,13,12,29,29,23,29,18,13,25,13,25,23,28,28,28,23
00118.png,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,1,4,1,1,1
00119.png,17,17,17,17,17,17,17,1,17,12,12,15,1,15,12,15,17,17,17,12,2
00120.png,13,13,13,38,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
00121.png,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
00122.png,1,1,1,1,1,1,1,4,2,1,2,25,15,15,16,15,4,1,4,1,2
00123.png,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,8,8
00124.png,2,2,2,2,2,2,1,2,2,2,1,1,2,2,1,1,2,2,2,2,2
00125.png,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10
00126.png,10,10,10,10,10,10,10,10,10,8,10,10,10,10,10,10,10,5,10,10,10
00127.png,30,30,30,20,20,20,31,20,4,30,20,30,30,26,31,25,26,20,26,8,12
00128.png,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,9,2
00129.png,6,6,42,42,42,42,6,42,4,42,6,6,6,6,6,6,42,42,6,6,42
00130.png,36,36,36,36,36,36,36,36,36,36,36,36,36,15,15,15,36,36,36,39,36
00131.png,3,3,7,5,5,42,3,3,3,3,3,3,3,15,3,5,3,3,5,3,12
00132.png,14,14,14,14,14,14,14,14,14,14,1,4,1,1,1,15,14,14,14,14,14
00133.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
00134.png,11,11,11,11,11,28,11,11,11,11,11,11,11,11,18,25,11,11,11,11,11
00135.png,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,10,10,10,10,9,2
00136.png,18,18,18,31,18,31,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
00137.png,40,38,40,38,34,38,40,40,5,38,40,40,40,40,38,40,40,40,40,40,34
00138.png,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
00139.png,38,38,38,38,38,38,38,38,38,38,38,38,38,38,25,25,38,38,38,38,38
00140.png,41,41,41,41,41,41,41,41,41,41,9,9,9,9,15,15,41,41,41,41,4
00141.png,4,4,4,4,8,8,4,4,8,4,4,4,2,4,4,4,4,22,4,4,4
00142.png,6,6,6,6,6,6,6,6,6,1,6,6,6,1,1,1,6,6,6,6,6
00143.png,18,26,11,26,25,25,18,18,19,24,13,18,18,18,18,18,26,18,11,18,11
00144.png,17,17,17,17,17,17,17,17,17,17,17,17,17,1,17,17,17,17,17,17,17
00145.png,25,20,20,20,41,41,12,13,19,25,20,23,25,23,21,25,25,12,19,12,12
00146.png,2,2,2,2,2,2,2,2,2,2,2,2,2,1,15,15,2,2,2,2,2
00147.png,41,41,31,41,41,41,9,41,41,41,32,9,15,32,15,15,32,41,41,41,41
00148.png,11,11,11,11,1,11,11,11,11,11,11,11,11,11,11,18,11,11,11,11,11
00149.png,21,21,21,25,23,21,21,21,31,21,28,21,21,26,21,21,21,21,18,21,21
00150.png,7,7,7,7,8,7,7,7,9,7,7,7,7,7,7,7,4,7,7,7,7
00151.png,24,24,24,24,25,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
00152.png,11,11,11,11,11,30,11,11,11,11,11,11,11,11,11,26,11,11,28,11,11
00153.png,25,25,25,27,28,25,25,25,25,25,27,25,25,25,25,25,25,25,25,25,11
00154.png,17,17,17,17,17,17,17,17,17,17,17,17,17,15,15,15,17,17,17,17,4
00155.png,3,3,3,8,5,13,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8
00156.png,6,6,6,6,6,6,42,6,13,6,6,6,6,6,6,6,6,6,6,42,6
00157.png,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13,10,9,9,9,9,9
00158.png,7,7,7,7,5,5,7,4,7,7,7,7,7,7,7,7,7,7,7,11,3
00159.png,4,4,1,1,1,1,4,4,3,1,1,4,4,4,4,4,4,4,1,4,1
00160.png,13,13,13,13,13,17,13,13,13,13,13,13,13,16,25,25,13,13,13,13,13
00161.png,16,16,16,16,16,10,16,16,16,16,16,16,16,16,16,16,16,16,16,16,1
00162.png,4,4,4,4,4,4,4,4,4,4,4,4,9,4,4,4,4,4,4,2,4
00163.png,25,28,25,11,6,13,25,28,28,24,27,24,23,24,25,23,28,26,28,27,28
00164.png,18,18,18,18,26,31,18,26,18,18,18,18,18,18,18,18,18,18,11,18,26
00165.png,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,15,9,9,9
00166.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,23,13,13
00167.png,14,25,14,14,14,14,14,14,14,12,12,16,1,15,15,15,14,14,17,14,14
00168.png,29,29,20,29,23,23,29,29,29,29,29,29,29,29,13,18,29,29,28,29,29
00169.png,17,17,17,17,17,17,17,10,13,17,11,5,10,10,21,38,17,17,17,17,17
00170.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
00171.png,38,38,38,38,38,2,38,38,42,38,38,38,38,38,38,38,38,38,38,36,36
00172.png,26,26,26,25,26,1,11,26,26,26,26,26,25,11,25,16,26,26,26,26,26
00173.png,25,25,25,25,25,18,25,25,13,25,25,25,25,25,25,25,25,11,25,25,25
00174.png,33,33,35,33,34,34,40,33,33,33,33,33,37,40,33,33,33,33,33,40,33
00175.png,1,1,1,1,1,1,1,1,1,1,1,2,2,15,15,1,1,1,3,3,1
00176.png,3,3,3,4,8,8,3,3,3,5,3,5,5,5,5,5,3,3,3,3,5
00177.png,40,40,40,38,38,16,40,40,7,40,40,40,40,40,40,38,40,40,1,40,40
00178.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
00179.png,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2
00180.png,8,8,8,8,8,8,8,8,8,8,8,8,4,8,8,1,8,8,8,8,8
00181.png,4,4,4,4,4,2,4,4,4,4,4,9,4,15,12,25,4,4,4,2,2
00182.png,36,36,36,36,36,36,36,36,36,36,35,36,36,36,38,25,36,36,36,36,40
00183.png,25,25,25,25,25,25,25,28,25,13,25,25,25,25,25,25,18,25,25,25,25
00184.png,20,19,19,19,20,20,20,20,20,26,19,19,19,19,19,19,19,19,19,28,19
00185.png,25,25,25,25,25,25,25,25,25,25,11,25,25,25,25,25,25,11,25,25,25
00186.png,18,18,18,18,30,30,18,18,18,18,18,18,18,18,18,11,18,18,18,18,18
00187.png,1,1,1,1,2,8,1,1,3,1,1,1,2,15,15,15,1,1,2,1,19
00188.png,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,10,10,10,10,10
00189.png,8,8,8,8,8,8,8,8,8,8,8,7,8,8,8,8,8,8,4,8,8
00190.png,10,10,10,10,10,5,10,10,31,10,10,10,10,10,10,10,10,16,10,10,10
00191.png,29,29,29,29,23,23,29,29,29,29,23,22,18,18,12,15,29,29,28,23,29
00192.png,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,29,12
00193.png,38,38,38,38,38,39,38,38,38,38,38,38,38,39,38,38,38,38,38,39,40
00194.png,31,31,31,31,31,20,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11
00195.png,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,1,2,2,2,2,2
00196.png,8,8,8,8,8,5,5,5,8,8,8,2,4,2,2,2,5,8,8,8,7
00197.png,38,38,38,38,38,1,7,38,8,38,38,38,38,13,15,38,38,38,38,38,38
00198.png,18,21,31,21,25,11,18,21,31,18,18,31,31,31,21,31,11,25,21,18,28
00199.png,28,28,11,1,1,28,28,28,28,28,11,22,18,18,1,15,28,28,27,28,19
00200.png,17,17,17,17,17,17,17,17,17,17,17,17,17,16,15,15,17,17,17,17,17
00201.png,9,9,9,9,9,10,9,9,9,9,9,9,13,9,9,9,9,9,8,9,9
00202.png,4,4,4,4,4,8,4,4,19,4,4,4,5,4,4,4,4,4,4,4,4
00203.png,1,1,1,1,2,5,1,1,2,2,2,1,2,1,1,1,1,1,1,1,0
00204.png,17,17,5,5,17,17,13,17,17,17,17,17,13,17,13,41,13,17,17,13,2
00205.png,9,9,9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,15,9,9,9
00206.png,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,15,2,2,2,2,2
00207.png,31,31,31,31,13,20,31,31,19,12,31,31,31,31,31,31,31,31,18,19,31
00208.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
00209.png,15,15,15,15,15,15,15,15,15,15,15,15,15,12,41,15,15,15,15,15,15
00210.png,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,1,15,15,15,15,15
00211.png,38,38,13,38,12,38,5,13,25,38,38,38,36,38,38,38,25,38,38,38,13
00212.png,25,25,25,25,25,18,25,25,25,25,25,25,25,28,25,11,25,25,25,25,25
00213.png,5,5,5,5,4,8,5,5,5,4,1,1,15,15,15,15,5,5,4,5,2
00214.png,25,25,31,25,25,25,25,25,19,25,25,25,25,25,25,25,25,25,25,25,25
00215.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
00216.png,10,10,10,10,10,10,10,10,10,17,10,10,10,10,9,16,10,9,10,10,10
00217.png,5,5,2,5,2,5,5,5,5,5,2,1,15,15,15,12,10,5,4,2,2
00218.png,4,4,2,2,1,8,4,4,4,4,4,4,4,4,4,1,4,2,4,4,4
00219.png,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,9
00220.png,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1
00221.png,4,4,4,4,4,8,4,4,8,4,4,4,4,1,4,4,4,4,4,4,1
00222.png,5,5,5,5,5,8,5,17,5,5,2,5,2,1,1,4,5,1,5,5,28
00223.png,1,1,1,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,1,1,1
00224.png,14,14,14,14,14,17,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
00225.png,12,12,12,12,12,13,12,12,12,12,12,18,12,12,25,18,12,12,12,12,12
00226.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
00227.png,5,5,4,5,5,5,5,7,5,5,5,5,5,5,5,5,5,14,5,2,2
00228.png,8,8,8,8,5,7,8,8,8,8,8,8,8,4,1,8,8,8,8,8,8
00229.png,36,36,36,36,36,38,35,36,3,36,36,36,33,36,36,12,36,36,36,36,36
00230.png,25,25,25,25,25,25,25,25,25,25,25,25,25,27,25,25,25,25,25,28,25
00231.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,18,13,13,13,13,13
00232.png,33,34,34,34,34,34,34,34,38,34,15,12,12,12,15,16,34,34,38,40,38
00233.png,18,18,18,18,20,18,18,18,13,18,18,18,18,18,18,18,18,18,18,18,18
00234.png,33,33,33,33,34,34,33,33,33,33,33,33,33,40,38,33,33,33,33,33,33
00235.png,19,19,19,19,19,19,19,19,19,19,31,31,19,19,19,20,19,19,31,18,11
00236.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
00237.png,30,18,26,30,10,17,17,4,19,30,30,11,25,36,37,2,30,17,14,26,10
00238.png,4,4,4,4,8,8,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4
00239.png,18,18,18,18,18,18,18,18,19,18,18,18,18,18,18,18,18,18,18,18,19
00240.png,12,12,12,12,12,12,12,12,12,12,12,12,12,11,12,25,12,1,12,12,12
00241.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
00242.png,20,19,19,19,20,11,19,19,20,19,19,11,19,19,19,19,19,19,19,20,19
00243.png,0,1,1,1,10,8,1,1,8,1,1,0,0,0,0,0,30,1,1,1,1
00244.png,10,10,10,10,5,10,10,10,19,10,5,10,10,10,5,10,10,10,10,12,10
00245.png,40,40,40,40,40,34,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
00246.png,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,3,5,3,5,4,5
00247.png,8,8,8,5,8,8,8,8,10,8,8,2,2,1,2,8,3,2,4,2,2
00248.png,12,12,12,12,12,12,12,12,18,12,38,32,15,15,15,15,12,12,18,12,15
00249.png,38,38,38,38,38,38,38,38,38,38,38,16,12,12,12,15,38,38,38,38,38
00250.png,20,23,20,20,20,11,20,20,19,20,20,19,19,19,19,20,20,25,20,19,20
00251.png,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
00252.png,0,1,9,1,2,8,1,8,4,4,1,1,1,0,0,0,1,18,1,1,8
00253.png,36,36,36,36,36,36,36,36,36,36,36,36,36,36,41,1,36,36,36,36,36
00254.png,34,34,34,34,36,38,34,34,33,33,38,15,15,1,18,15,34,35,34,38,35
00255.png,28,28,28,28,13,10,28,28,28,28,28,19,26,1,41,15,28,28,28,28,28
00256.png,35,35,35,35,35,35,35,35,1,40,1,15,41,13,15,15,35,35,35,40,35
00257.png,13,13,13,13,13,13,13,13,13,13,13,15,25,13,18,15,13,13,13,13,13
00258.png,25,25,28,25,25,17,25,25,25,25,13,1,25,25,25,12,25,25,25,25,28
00259.png,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,9,15
00260.png,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,12
00261.png,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
00262.png,18,18,18,18,19,19,18,18,19,18,18,18,18,18,18,18,18,18,18,18,18
00263.png,25,25,25,22,25,11,25,25,25,25,25,25,25,25,15,15,25,18,25,25,27
00264.png,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,12,2,2,1
00265.png,12,12,12,38,18,13,13,12,13,12,12,12,12,18,18,12,12,13,38,12,41
00266.png,5,7,10,2,7,7,5,5,31,7,1,2,0,41,41,31,5,13,28,5,5
00267.png,25,25,11,25,25,25,25,25,25,25,11,25,25,11,25,11,25,25,25,25,25
00268.png,2,5,2,2,2,8,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2
00269.png,18,18,18,18,26,18,18,18,26,22,18,18,18,18,18,18,18,18,18,18,18
00270.png,18,26,18,27,31,18,18,31,26,25,25,19,25,18,18,18,18,26,26,18,18
00271.png,18,18,18,18,25,31,18,18,18,18,18,18,18,18,28,18,18,18,18,20,11
00272.png,34,33,34,34,34,34,37,37,33,34,34,33,33,33,33,33,34,33,33,36,40
00273.png,9,9,9,9,9,9,9,4,9,9,9,9,9,9,9,9,9,9,9,9,9
00274.png,25,25,25,25,25,25,25,25,25,25,25,25,25,25,12,25,25,25,25,25,28
00275.png,18,18,18,18,25,25,18,18,18,18,18,18,18,18,18,18,18,18,18,18,11
00276.png,34,34,34,34,34,34,34,34,35,34,33,18,16,15,15,15,34,34,34,34,40
00277.png,39,39,38,39,39,39,39,38,38,38,38,31,15,15,15,15,38,39,39,39,38
00278.png,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
00279.png,1,1,2,1,1,2,1,1,1,4,1,2,2,2,1,1,1,2,1,1,1
00280.png,9,9,9,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
00281.png,35,35,35,33,33,40,35,35,35,35,35,33,36,35,40,35,35,35,35,35,40
00282.png,31,31,31,31,31,12,31,31,19,31,31,31,31,31,11,28,31,31,31,31,31
00283.png,26,26,26,11,26,20,26,26,28,26,26,26,26,26,18,21,26,26,26,11,11
00284.png,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
00285.png,1,1,1,1,1,5,1,1,4,1,1,1,2,1,1,15,1,1,13,1,1
