Name,Orig_Label,Pred_Label,Pred_Blurred_5_Label,Pred_Blurred_10_Label,Pred_Blurred_15_Label,Pred_Blurred_20_Label,Pred_Dark_1_Label,Pred_Dark_2_Label,Pred_Dark_3_Label,Pred_Bright_1_Label,Pred_Bright_2_Label,Pred_Bright_3_Label,Pred_Bright_4_Label,Pred_Bright_5_Label,Pred_Bright_6_Label,Pred_Bright_7_Label,Pred_Occl_5_Label,Pred_Occl_10_Label,Pred_Occl_15_Label,Pred_Occl_20_Label,Pred_Occl_25_Label
00015.png,9,10,9,9,9,10,9,9,10,9,9,9,9,9,9,9,9,13,9,9,12
00016.png,21,21,11,21,28,20,25,21,21,21,23,21,21,23,19,25,21,21,21,21,21
00017.png,20,19,20,20,20,17,20,20,20,19,19,23,20,19,19,19,19,11,20,19,13
00018.png,27,27,27,18,28,20,27,27,27,18,12,27,27,21,25,19,27,21,18,28,25
00019.png,38,38,38,38,38,38,38,38,38,38,38,38,38,38,33,38,38,38,39,38,38
00020.png,4,8,4,4,5,8,4,5,4,4,4,3,4,4,4,4,4,4,18,2,8
00021.png,33,33,33,34,34,34,33,33,38,35,34,34,34,33,33,33,35,33,33,33,36
00022.png,9,15,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,12,15
00023.png,3,3,3,3,5,5,3,3,3,3,3,3,3,3,3,3,3,3,18,10,3
00024.png,1,1,1,1,1,8,1,1,1,1,1,2,15,17,15,15,1,1,1,17,13
00025.png,11,11,11,11,28,28,11,28,11,11,11,11,21,21,11,18,11,11,28,25,11
00026.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
00027.png,10,10,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,17,10,10
00028.png,9,9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,15,15,15,15
00029.png,11,11,11,11,28,23,11,11,20,11,11,11,11,11,22,25,11,11,11,11,11
00030.png,5,5,5,10,5,5,5,5,5,5,5,5,1,5,5,3,5,5,5,2,5
00031.png,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
00032.png,34,34,34,34,34,34,34,34,34,34,34,33,33,38,13,13,35,34,34,33,34
00033.png,23,23,23,23,20,31,23,23,25,23,23,20,23,22,23,23,20,23,18,23,20
00034.png,2,2,2,2,2,2,2,2,2,2,2,2,2,2,41,2,2,2,2,2,13
00035.png,17,17,17,17,17,17,17,17,17,17,17,17,15,15,15,15,17,17,17,17,17
00036.png,3,3,3,3,3,5,3,3,3,3,3,2,3,1,3,3,3,3,3,3,3
00037.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
00038.png,16,16,10,16,16,10,16,16,16,16,16,16,16,16,16,16,16,13,16,9,15
00039.png,8,5,2,5,5,5,31,5,13,5,5,5,5,5,2,2,8,30,5,8,17
00040.png,7,7,7,7,20,10,7,7,7,7,7,7,7,7,7,7,7,7,7,7,17
00041.png,30,30,30,30,30,26,30,31,30,28,30,30,30,30,30,30,30,30,18,18,13
00042.png,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,25,18,13,18
00043.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,12,12
00044.png,24,24,24,24,18,18,24,24,24,24,24,24,12,24,24,24,24,24,18,18,24
00045.png,25,25,25,25,25,25,25,25,25,25,25,25,25,24,25,13,25,28,25,25,13
00046.png,3,3,3,2,5,3,3,3,3,3,1,3,2,3,3,2,3,3,3,30,3
00047.png,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,15,17,15
00048.png,18,18,18,11,31,31,18,18,31,18,18,18,18,30,18,18,18,18,18,25,18
00049.png,8,8,8,7,8,7,8,8,8,8,8,7,8,8,8,8,8,8,8,1,8
00050.png,25,20,30,20,38,38,20,20,20,20,20,38,38,38,20,20,20,20,13,25,18
00051.png,13,13,13,13,13,13,13,13,13,13,13,13,13,11,13,13,13,13,13,13,13
00052.png,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
00053.png,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,9,9,9
00054.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
00055.png,35,35,33,35,35,35,35,35,35,38,15,15,15,41,15,13,35,35,35,35,38
00056.png,5,5,5,5,8,5,5,5,3,5,10,5,5,5,5,5,5,5,5,5,5
00057.png,26,26,26,26,23,26,26,26,26,26,26,26,26,26,26,13,26,18,26,26,26
00058.png,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,15,13,17
00059.png,16,16,16,16,10,10,16,16,16,16,16,16,16,16,16,16,9,16,10,10,16
00060.png,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
00061.png,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10
00062.png,4,4,4,4,4,8,4,2,4,4,4,4,4,4,4,4,7,4,1,4,4
00063.png,9,9,9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,3,9,9
00064.png,15,7,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
00065.png,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
00066.png,26,26,7,26,26,20,26,26,18,26,26,26,26,28,26,25,26,25,18,11,17
00067.png,2,2,2,2,8,5,2,2,5,2,2,2,2,2,2,2,2,2,2,3,2
00068.png,5,5,5,5,7,5,8,5,5,5,1,2,15,35,15,12,5,5,5,5,4
00069.png,28,28,41,28,29,41,28,28,29,29,28,28,28,28,28,28,28,28,28,13,13
00070.png,11,11,11,11,11,28,11,11,11,11,11,11,11,11,11,11,11,11,11,18,11
00071.png,25,25,25,25,25,25,18,25,25,25,30,25,25,25,25,20,25,25,25,25,25
00072.png,30,30,11,30,11,11,25,13,25,11,11,30,25,30,25,30,30,30,30,30,30
00073.png,34,34,34,34,34,34,38,33,34,34,34,33,33,33,33,33,34,33,33,34,17
00074.png,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
00075.png,12,12,12,12,28,12,12,12,29,12,12,12,12,12,12,12,12,12,12,12,12
00076.png,1,1,1,1,1,1,1,1,5,1,1,1,4,2,1,2,1,1,1,10,1
00077.png,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
00078.png,25,25,18,25,25,25,25,25,25,25,25,25,25,28,25,25,25,25,24,28,25
00079.png,25,25,25,25,25,28,25,25,25,25,25,28,25,25,25,25,25,25,25,25,17
00080.png,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,13,18
00081.png,33,34,33,36,34,34,33,33,33,33,33,33,33,33,33,33,33,35,36,33,33
00082.png,25,25,27,25,25,25,25,25,25,25,30,25,25,25,25,25,25,25,25,25,30
00083.png,7,7,7,5,10,10,7,7,15,7,7,7,7,7,7,7,7,7,7,7,7
00084.png,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10
00085.png,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
00086.png,3,5,4,3,3,3,3,3,3,2,3,3,3,3,1,3,3,5,3,1,3
00087.png,7,7,7,7,7,7,7,7,8,7,1,7,7,7,7,7,7,7,17,7,7
00088.png,22,22,22,22,19,22,22,22,22,22,22,22,22,22,22,22,22,22,22,18,18
00089.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
00090.png,3,3,3,5,3,3,3,3,3,3,4,3,3,3,3,7,3,3,3,3,17
00091.png,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17
00092.png,2,2,2,2,2,2,10,2,2,2,2,2,1,15,13,13,2,0,0,2,2
00093.png,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
00094.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,17
00095.png,32,32,32,32,32,32,32,32,32,32,32,32,15,15,15,15,32,32,32,13,13
00096.png,3,3,3,3,14,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
00097.png,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
00098.png,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,15
00099.png,33,33,33,33,34,34,33,33,10,33,33,33,33,33,33,33,33,33,33,33,35
00100.png,1,1,1,1,4,1,1,1,1,1,1,2,2,13,18,18,1,1,1,1,14
00101.png,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
00102.png,5,5,5,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,13
00103.png,11,11,11,11,11,28,11,11,11,11,11,11,11,11,11,11,20,11,11,11,17
00104.png,33,33,38,34,34,34,33,33,33,35,34,33,33,33,12,12,33,35,33,35,33
00105.png,4,4,4,4,4,8,4,5,4,4,4,4,4,4,4,2,8,4,4,1,4
00106.png,35,35,35,35,35,40,35,35,13,35,35,35,35,35,35,35,35,35,13,35,35
00107.png,25,25,25,25,25,25,18,18,25,25,25,25,25,25,25,25,25,25,25,24,18
00108.png,33,34,34,34,35,33,35,33,33,33,34,15,15,15,15,13,33,34,33,34,38
00109.png,4,4,4,4,4,10,4,5,3,4,4,4,4,4,4,4,4,4,3,3,4
00110.png,1,9,2,1,1,1,1,1,1,1,1,1,2,1,9,40,1,1,1,2,1
00111.png,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
00112.png,16,16,16,10,10,10,16,16,10,16,16,3,16,16,16,16,10,16,16,16,10
00113.png,10,10,10,10,10,10,10,10,10,10,10,10,10,41,41,41,10,10,13,17,13
00114.png,30,23,23,30,20,42,20,20,31,30,30,30,30,30,30,30,23,20,13,20,11
00115.png,3,3,3,3,5,5,3,3,3,3,1,3,3,3,2,2,3,3,2,2,3
00116.png,27,27,27,27,25,26,21,27,31,27,27,25,27,27,21,21,31,27,21,31,25
00117.png,29,29,29,13,11,13,28,29,29,29,29,26,13,22,13,4,28,18,13,13,29
00118.png,1,1,1,1,7,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3
00119.png,17,17,17,17,17,2,17,17,17,17,41,15,15,15,41,16,17,17,17,17,17
00120.png,13,13,13,13,13,13,13,13,13,13,13,13,13,41,12,19,13,13,13,13,13
00121.png,7,7,7,7,7,10,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
00122.png,1,1,1,1,7,7,1,1,4,4,4,15,15,41,28,12,4,9,1,1,1
00123.png,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10,8,8
00124.png,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2
00125.png,10,10,10,10,10,10,10,10,10,10,10,16,10,10,10,10,10,10,10,35,10
00126.png,10,10,10,10,10,17,10,10,10,10,10,10,10,10,10,10,10,15,10,15,10
00127.png,30,25,20,30,20,20,20,25,26,8,30,30,30,30,30,30,25,25,30,13,13
00128.png,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,1
00129.png,6,42,6,6,6,42,6,8,3,42,6,6,42,6,6,6,13,42,42,13,17
00130.png,36,36,36,36,36,36,36,36,36,36,36,36,38,15,15,15,36,36,36,37,36
00131.png,3,3,3,7,7,10,4,3,9,3,5,3,3,3,3,3,3,3,3,3,3
00132.png,14,14,14,14,14,14,14,14,14,14,14,14,4,14,41,12,14,14,13,17,14
00133.png,13,13,13,13,13,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
00134.png,11,28,11,11,28,28,11,11,11,11,11,11,11,11,35,35,11,11,11,11,12
00135.png,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,16,18
00136.png,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
00137.png,40,40,40,40,34,34,40,35,40,34,40,40,40,40,40,40,40,34,40,40,34
00138.png,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,4,12,2
00139.png,38,39,38,38,38,38,38,38,38,38,38,38,40,41,15,12,38,38,38,35,38
00140.png,41,41,41,41,41,41,41,41,41,41,41,16,9,9,9,41,42,41,13,41,12
00141.png,4,4,4,4,8,8,4,4,4,4,4,1,4,4,4,4,4,4,4,0,8
00142.png,6,6,6,6,41,6,6,6,6,6,6,6,6,41,41,1,6,6,6,42,6
00143.png,18,17,18,18,25,2,18,18,18,18,18,18,18,18,25,18,18,26,18,26,13
00144.png,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
00145.png,25,25,20,20,20,20,25,20,20,25,20,25,20,20,30,38,20,20,25,13,30
00146.png,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,13,2,2,2,2,2
00147.png,41,41,41,41,41,41,41,41,41,41,9,17,15,15,15,15,41,41,42,32,41
00148.png,11,11,11,14,11,21,11,11,11,11,11,11,11,22,11,11,11,11,13,11,11
00149.png,21,21,21,21,21,21,21,21,21,21,25,21,11,21,18,21,21,21,18,21,21
00150.png,7,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,12,7
00151.png,24,24,24,27,27,20,24,24,24,24,24,24,24,24,24,24,24,20,24,24,24
00152.png,11,11,11,13,30,23,11,11,11,11,11,11,11,11,11,11,11,11,18,11,25
00153.png,25,25,25,25,23,28,25,25,25,11,25,25,25,25,25,25,25,18,25,25,25
00154.png,17,17,17,17,17,17,17,17,17,17,17,17,17,41,15,15,17,17,17,17,17
00155.png,3,3,3,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,15,26,3
00156.png,6,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6,6,42,6
00157.png,9,9,9,9,9,9,9,9,9,9,10,9,10,10,10,10,10,9,9,15,17
00158.png,7,7,7,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,13
00159.png,4,4,1,1,1,14,4,4,1,1,1,1,1,4,4,4,4,4,9,14,12
00160.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,18,13,13,13,13,13
00161.png,16,16,16,16,16,10,16,16,16,16,16,16,16,16,16,16,16,4,30,13,34
00162.png,4,4,4,4,4,8,4,4,4,4,4,4,4,4,4,4,4,1,17,4,1
00163.png,25,20,30,20,20,20,28,28,25,28,25,29,23,21,21,27,27,18,28,28,30
00164.png,18,18,18,28,26,26,18,18,31,26,18,18,18,18,26,18,18,18,18,18,18
00165.png,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9
00166.png,13,13,13,13,13,13,13,13,13,13,13,13,13,12,13,13,13,13,13,13,13
00167.png,14,14,14,14,14,14,14,14,14,14,9,13,1,12,13,25,14,14,14,14,14
00168.png,29,29,29,29,28,11,29,29,29,29,29,29,29,11,29,22,13,29,29,29,29
00169.png,17,17,17,17,17,17,17,17,17,17,17,17,17,17,10,34,17,17,17,17,17
00170.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
00171.png,38,38,38,35,38,34,38,38,32,38,38,38,38,38,38,38,38,38,38,38,17
00172.png,26,26,18,26,26,25,26,26,18,26,13,26,26,26,25,13,26,25,26,13,18
00173.png,25,25,30,30,25,22,25,25,25,25,25,25,25,25,22,25,25,25,25,18,25
00174.png,33,33,33,40,34,34,33,33,36,33,33,33,33,33,33,33,33,35,33,33,33
00175.png,1,1,1,1,1,1,1,1,1,1,1,13,2,1,12,12,1,1,3,17,1
00176.png,3,3,3,3,5,5,5,3,8,3,7,3,3,3,2,2,3,3,3,3,5
00177.png,40,40,40,40,34,34,40,40,34,40,40,40,40,40,40,40,35,40,37,40,40
00178.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,17
00179.png,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,14,2
00180.png,8,8,8,8,8,8,8,8,8,8,8,8,4,8,8,4,8,8,8,7,9
00181.png,4,4,4,4,4,4,4,4,4,4,4,4,2,2,41,41,4,4,15,12,4
00182.png,36,36,37,36,36,36,36,36,36,36,36,38,36,36,38,38,36,35,37,35,38
00183.png,25,25,25,25,25,25,25,25,25,25,25,25,25,22,25,25,25,25,25,25,25
00184.png,20,19,19,20,20,20,19,19,19,20,19,19,20,19,19,20,22,20,18,18,13
00185.png,25,25,25,25,25,25,25,25,25,25,25,25,18,25,22,25,25,18,25,12,25
00186.png,18,18,18,18,31,31,18,18,13,18,18,18,18,18,18,18,18,18,18,18,17
00187.png,1,2,1,1,8,8,1,1,1,1,1,15,15,41,41,12,5,1,1,1,13
00188.png,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,5,10,10,10
00189.png,8,8,8,8,8,8,8,10,8,8,8,8,8,8,8,8,8,8,30,8,8
00190.png,10,10,10,10,5,10,10,10,10,10,10,10,10,10,10,10,10,10,13,10,10
00191.png,29,29,28,29,28,29,29,29,29,29,29,29,13,22,12,13,18,29,18,29,13
00192.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
00193.png,38,38,38,38,38,38,38,38,38,38,39,38,38,38,38,38,38,38,35,39,12
00194.png,31,31,31,31,31,31,31,31,25,31,31,31,31,31,31,31,31,31,31,31,21
00195.png,2,2,2,2,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
00196.png,8,8,8,8,8,8,8,7,8,7,8,8,4,4,4,1,8,4,8,8,13
00197.png,38,38,38,38,38,40,38,38,38,38,40,41,15,15,41,41,38,38,13,38,12
00198.png,18,21,18,21,21,21,11,21,31,21,21,21,18,21,21,41,18,21,21,21,17
00199.png,28,28,28,25,23,28,28,28,28,28,28,19,18,25,1,13,28,18,18,28,28
00200.png,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,41,17,17,17,17,17
00201.png,9,9,9,10,9,10,10,9,9,9,9,9,9,9,9,9,9,15,15,9,15
00202.png,4,4,4,4,5,8,4,4,4,4,4,4,5,4,4,4,4,4,1,3,4
00203.png,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,2,1,1,2,1,13
00204.png,17,14,17,17,17,17,13,17,17,17,17,17,13,14,13,41,17,17,17,14,17
00205.png,9,9,9,9,9,10,9,9,9,15,9,9,9,9,9,9,9,9,9,9,17
00206.png,2,2,2,2,4,5,2,2,2,2,2,2,2,2,2,2,2,7,2,12,13
00207.png,31,31,31,31,20,20,31,31,31,31,31,31,29,31,31,31,31,31,13,13,31
00208.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
00209.png,15,15,15,15,15,15,15,15,15,15,15,15,15,13,18,13,15,15,15,15,17
00210.png,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
00211.png,38,38,38,38,38,12,38,12,38,38,38,38,38,40,38,38,33,12,38,38,38
00212.png,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
00213.png,5,5,5,5,7,4,3,5,5,2,1,2,2,15,15,13,5,5,7,5,1
00214.png,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,13
00215.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
00216.png,10,10,10,10,10,17,10,10,10,10,10,9,9,9,9,16,9,13,10,10,10
00217.png,5,5,5,5,1,8,2,5,5,5,1,1,1,1,1,15,5,5,5,2,10
00218.png,4,4,4,4,4,8,4,4,8,4,4,4,4,4,1,2,4,4,4,4,2
00219.png,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
00220.png,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,1,2
00221.png,4,5,1,4,4,4,10,4,4,4,4,4,4,4,4,4,4,4,1,17,15
00222.png,5,5,5,5,5,5,5,5,5,5,5,5,1,2,1,1,5,1,5,1,2
00223.png,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,17,1
00224.png,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,17
00225.png,12,12,12,12,12,12,12,12,12,12,12,12,12,13,1,15,12,12,12,12,12
00226.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
00227.png,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,17,5
00228.png,8,8,8,8,8,7,8,8,8,7,8,8,8,2,8,8,8,7,8,8,8
00229.png,36,36,37,36,40,35,37,36,3,36,37,36,36,36,37,36,36,33,12,36,37
00230.png,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,11,17,25,18,25
00231.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
00232.png,33,35,34,38,33,38,33,33,33,33,40,15,32,41,41,41,34,35,35,35,35
00233.png,18,18,18,30,12,31,18,18,18,18,18,25,18,18,18,18,18,18,18,12,13
00234.png,33,33,33,33,33,33,33,33,33,33,35,33,33,33,33,34,33,37,33,33,33
00235.png,19,20,20,20,31,20,20,20,31,20,20,20,20,20,20,20,20,20,20,18,17
00236.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
00237.png,30,30,20,30,20,36,30,13,25,12,30,30,30,30,30,36,30,12,13,14,14
00238.png,4,4,4,4,4,4,4,8,4,4,4,4,4,1,4,4,4,4,4,4,4
00239.png,18,31,26,18,18,18,18,18,18,18,18,18,18,18,14,18,18,18,18,18,17
00240.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,12,12,12,13,13,17
00241.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
00242.png,20,20,20,20,20,20,20,20,20,20,23,22,19,19,19,19,22,20,20,20,20
00243.png,0,0,0,1,8,8,1,1,4,4,0,0,0,0,0,0,9,8,1,1,4
00244.png,10,10,10,6,10,10,10,10,5,10,10,10,10,10,10,10,10,10,10,13,10
00245.png,40,40,40,40,40,34,40,40,36,40,40,40,40,40,40,33,40,33,40,40,36
00246.png,5,5,5,5,7,7,5,5,5,5,5,5,1,5,5,5,5,10,5,12,3
00247.png,8,8,3,5,5,5,8,5,5,5,5,8,5,8,2,2,8,2,8,31,17
00248.png,12,12,12,12,12,12,12,12,12,12,38,12,41,12,12,12,27,12,13,12,13
00249.png,38,38,38,38,34,38,38,38,38,38,38,32,41,41,41,38,38,38,35,38,38
00250.png,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,41,20,20,41,41,41
00251.png,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
00252.png,0,4,1,4,1,8,0,8,3,0,4,10,0,0,0,1,2,0,0,0,8
00253.png,36,36,38,36,36,36,37,37,36,36,36,36,38,37,37,37,37,36,36,36,36
00254.png,34,34,34,34,34,34,34,34,33,35,34,40,13,1,12,18,34,35,34,35,35
00255.png,28,25,28,28,28,28,28,28,28,28,28,22,12,22,22,13,28,28,13,18,28
00256.png,35,35,35,38,35,38,34,15,15,38,38,15,32,15,15,15,35,35,35,35,35
00257.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,28,13,13,13,13,13,13
00258.png,25,25,25,25,25,23,25,25,25,25,25,25,25,12,25,25,25,25,25,25,18
00259.png,15,15,15,15,15,2,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
00260.png,35,38,35,35,35,38,35,33,35,33,35,35,35,35,35,38,35,35,35,35,13
00261.png,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
00262.png,18,18,18,18,18,26,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
00263.png,25,18,25,25,18,28,25,11,25,23,25,26,26,25,13,18,25,23,25,25,25
00264.png,1,1,1,3,1,2,1,1,1,1,1,1,1,1,0,1,1,1,10,12,1
00265.png,12,12,12,12,12,12,12,12,12,12,12,12,12,4,12,41,12,13,13,12,12
00266.png,5,5,5,7,5,5,5,5,5,5,5,5,1,2,1,41,7,5,15,5,5
00267.png,25,25,25,25,25,14,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
00268.png,2,2,2,2,2,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,42
00269.png,18,18,18,18,18,19,18,18,26,26,18,18,18,18,18,18,5,26,18,18,18
00270.png,18,41,18,18,25,20,18,18,18,18,18,18,18,18,19,18,18,26,25,18,18
00271.png,18,18,25,24,26,20,18,18,18,18,18,18,18,18,18,18,18,13,25,13,13
00272.png,34,34,33,34,34,34,34,34,34,34,33,34,34,33,33,33,36,33,33,33,36
00273.png,9,10,9,9,9,31,9,9,9,9,9,9,9,9,9,1,10,9,20,10,10
00274.png,25,25,25,25,25,28,25,25,25,25,25,22,25,25,25,13,25,25,25,25,13
00275.png,18,18,18,25,31,31,18,18,18,18,18,18,18,18,18,18,18,18,25,13,13
00276.png,34,34,34,34,34,34,34,33,34,34,33,18,41,13,12,12,34,34,34,34,35
00277.png,39,35,39,39,39,39,39,39,38,38,38,15,15,15,15,15,38,39,38,38,35
00278.png,31,31,31,31,20,17,31,31,31,31,31,31,31,31,31,31,31,11,11,31,31
00279.png,1,1,1,1,2,1,1,1,1,1,1,1,9,1,1,13,1,1,1,1,17
00280.png,9,9,10,9,16,3,9,9,9,9,9,9,9,9,9,9,9,3,9,35,15
00281.png,35,35,33,38,35,35,35,35,18,35,35,38,35,37,37,35,35,35,35,35,38
00282.png,31,31,31,31,20,20,31,12,31,31,31,31,31,31,31,31,31,31,31,31,31
00283.png,26,26,26,31,13,20,7,26,26,26,26,26,26,18,26,26,26,12,26,13,18
00284.png,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
00285.png,1,5,1,1,1,7,1,1,5,1,1,1,1,1,14,35,1,1,1,1,1
