Name,Orig_Label,Pred_Label,Pred_Blurred_5_Label,Pred_Blurred_10_Label,Pred_Blurred_15_Label,Pred_Blurred_20_Label,Pred_Dark_1_Label,Pred_Dark_2_Label,Pred_Dark_3_Label,Pred_Bright_1_Label,Pred_Bright_2_Label,Pred_Bright_3_Label,Pred_Bright_4_Label,Pred_Bright_5_Label,Pred_Bright_6_Label,Pred_Bright_7_Label,Pred_Occl_5_Label,Pred_Occl_10_Label,Pred_Occl_15_Label,Pred_Occl_20_Label,Pred_Occl_25_Label
00159.png,4,1,1,2,1,1,1,1,1,2,4,4,4,4,4,4,4,1,15,1,1
00160.png,13,13,13,13,13,2,13,13,13,13,13,13,13,13,13,25,13,13,15,13,13
00161.png,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,9,7,9,15
00162.png,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,15,9,4
00163.png,25,27,25,12,11,20,28,28,25,24,25,25,25,25,27,25,28,26,28,28,28
00164.png,18,18,26,26,26,26,26,26,18,18,18,18,18,18,18,18,26,18,26,18,11
00165.png,9,9,9,9,17,9,9,9,9,9,9,9,9,10,9,9,9,9,9,9,16
00166.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
00167.png,14,14,14,17,14,9,14,1,14,14,12,16,25,16,16,16,14,14,29,25,17
00168.png,29,29,29,29,23,0,29,29,29,29,29,29,29,29,29,26,24,12,29,29,29
00169.png,17,10,17,17,17,17,10,17,17,17,17,17,13,17,15,25,17,17,17,17,17
00170.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,26,13,13,13
00171.png,38,38,38,38,38,38,38,38,42,38,38,38,38,38,38,38,38,38,38,38,15
00172.png,26,26,26,26,1,25,26,26,26,26,26,18,11,25,11,13,26,26,26,25,26
00173.png,25,25,25,30,25,25,25,25,25,25,25,25,25,25,23,25,20,25,12,11,25
00174.png,33,33,33,33,33,34,33,33,33,33,33,33,33,33,34,33,33,33,33,35,13
00175.png,1,1,1,1,1,5,1,1,2,1,1,1,2,25,16,13,1,1,1,15,1
00176.png,3,5,3,5,5,5,3,8,5,5,4,2,5,5,5,2,8,5,15,5,3
00177.png,40,40,40,34,5,16,40,40,34,40,40,40,40,40,40,38,40,40,34,40,40
00178.png,13,13,13,13,13,13,13,13,13,13,13,13,25,13,13,11,13,13,13,13,25
00179.png,2,2,2,2,2,8,2,2,5,2,2,2,2,2,2,2,2,9,2,2,2
00180.png,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,28,25,8,8
00181.png,4,4,4,4,4,12,4,4,4,0,4,9,4,2,1,13,4,15,12,15,17
00182.png,36,36,36,36,36,36,37,36,36,36,36,35,36,36,38,13,36,36,35,36,37
00183.png,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,11,28,25
00184.png,20,19,19,25,26,19,19,28,20,19,19,19,19,19,19,26,19,19,11,11,25
00185.png,25,25,25,25,25,25,17,25,25,25,25,25,24,25,25,25,25,18,25,15,25
00186.png,18,18,18,18,30,18,18,18,26,18,18,18,18,18,18,27,18,18,18,18,18
00187.png,1,1,2,1,1,7,1,1,1,1,4,1,41,2,41,12,1,1,1,1,12
00188.png,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,9,18,10,10
00189.png,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8,8
00190.png,10,10,10,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10
00191.png,29,23,23,21,11,29,29,29,29,23,23,26,26,13,12,16,23,23,18,23,23
00192.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,25,29
00193.png,38,38,38,38,38,39,38,38,38,38,38,38,38,17,38,38,39,39,38,38,13
00194.png,31,31,31,31,20,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
00195.png,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2
00196.png,8,8,8,8,5,5,8,8,8,2,2,8,4,2,16,2,8,4,4,5,15
00197.png,38,35,11,38,37,12,38,38,38,38,38,38,38,41,35,13,37,38,37,38,38
00198.png,18,18,21,21,19,18,18,18,21,18,28,31,31,31,31,28,18,18,21,18,17
00199.png,28,28,28,28,1,28,28,28,24,28,29,12,25,25,16,11,28,28,11,28,24
00200.png,17,17,17,17,17,17,17,17,17,17,17,17,17,38,12,38,17,17,17,17,17
00201.png,9,9,9,9,9,9,9,9,9,9,9,9,35,9,9,10,9,25,9,9,9
00202.png,4,4,4,4,5,8,4,4,19,4,4,4,4,4,4,4,4,4,4,7,4
00203.png,1,1,1,2,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25
00204.png,17,17,17,17,17,13,17,13,14,17,17,13,17,2,13,41,17,15,17,17,15
00205.png,9,9,15,9,9,9,9,9,9,9,9,9,9,9,9,15,9,9,9,9,15
00206.png,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,14
00207.png,31,31,31,31,31,10,31,31,19,31,31,31,31,25,31,31,31,31,13,15,31
00208.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
00209.png,15,15,15,15,15,15,15,15,15,15,15,15,15,15,13,15,15,15,15,15,9
00210.png,15,15,15,15,15,15,15,15,15,15,15,16,15,15,15,15,15,15,15,15,15
00211.png,38,11,38,38,13,3,38,11,38,38,38,38,38,38,38,38,38,13,11,38,38
00212.png,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,20,13,25
00213.png,5,5,5,5,8,7,5,3,1,2,2,1,1,15,15,15,5,5,5,2,2
00214.png,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,13,25,11
00215.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
00216.png,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,15,10,10,10
00217.png,5,5,5,2,2,8,5,5,5,5,1,1,1,1,1,1,5,2,5,1,4
00218.png,4,4,4,4,7,8,4,4,4,4,4,4,4,4,4,2,4,4,4,4,25
00219.png,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,16,10,10,10,17
00220.png,2,2,2,2,2,2,2,3,5,2,2,2,2,1,2,2,2,2,2,2,1
00221.png,4,4,4,4,4,8,4,4,8,4,4,4,4,4,4,4,4,4,1,15,11
00222.png,5,2,5,5,5,5,5,5,5,2,2,5,2,1,2,4,5,2,5,2,25
00223.png,1,1,1,1,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
00224.png,14,14,14,14,14,17,14,14,14,14,14,14,14,14,14,1,14,14,14,25,14
00225.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,16,16,12,12,12,12,12
00226.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,15,12
00227.png,5,5,5,5,5,5,2,5,5,5,5,5,5,5,2,5,2,2,2,2,2
00228.png,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,8,7,8,5
00229.png,36,35,36,36,1,38,36,36,6,36,36,36,36,36,36,33,36,36,35,35,35
00230.png,25,25,25,25,25,25,25,25,31,25,25,25,25,25,25,25,25,25,25,25,25
00231.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,11,13,13,13
00232.png,33,34,34,34,34,34,34,34,33,33,12,12,16,16,16,16,34,15,15,35,38
00233.png,18,18,18,18,30,18,18,18,12,18,18,18,18,18,18,18,18,18,18,18,13
00234.png,33,33,33,33,34,34,33,33,33,33,33,33,33,33,33,33,33,33,35,33,35
00235.png,19,19,19,19,19,19,19,19,25,19,20,20,11,20,25,21,18,19,11,12,12
00236.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
00237.png,30,31,30,14,25,25,30,11,10,30,31,30,30,30,25,30,11,26,30,12,10
00238.png,4,5,4,4,8,8,4,4,8,4,4,4,4,4,4,4,4,4,4,4,7
00239.png,18,18,18,25,18,19,18,18,19,18,18,18,18,18,18,18,18,18,18,18,13
00240.png,12,12,12,12,12,12,12,12,12,12,12,12,12,13,25,25,12,12,12,12,12
00241.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
00242.png,20,19,28,19,25,31,20,20,19,19,19,19,19,19,19,19,19,19,19,20,19
00243.png,0,0,2,2,2,5,4,4,10,4,0,0,0,0,4,4,4,3,4,18,9
00244.png,10,10,10,10,10,10,10,10,19,20,10,10,10,10,10,10,10,10,10,10,10
00245.png,40,40,40,40,34,34,40,40,40,40,40,40,40,40,40,40,40,35,40,40,40
00246.png,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,1,5,26,5,30,26
00247.png,8,8,8,8,5,5,8,8,8,8,8,8,8,2,8,2,8,2,13,2,8
00248.png,12,12,12,12,38,12,12,12,25,38,38,18,12,22,22,22,12,12,15,12,38
00249.png,38,38,38,38,38,38,38,38,40,38,38,38,38,12,16,13,38,38,37,38,38
00250.png,20,25,20,20,19,23,20,25,19,19,19,19,19,19,19,19,20,23,29,41,23
00251.png,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,25,14,14,25
00252.png,0,1,8,8,8,8,8,4,7,4,1,41,0,1,4,4,1,1,1,1,0
00253.png,36,36,36,36,36,33,35,36,36,36,36,36,36,35,1,12,35,35,38,38,35
00254.png,34,34,35,34,34,34,34,34,33,33,34,12,16,22,25,13,33,35,34,35,35
00255.png,28,28,28,28,2,28,28,25,28,19,27,25,25,25,12,25,28,28,25,11,17
00256.png,35,35,35,35,40,35,37,35,35,40,38,22,1,9,13,12,35,38,37,38,35
00257.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,25,25,13,13,13,25,13
00258.png,25,25,25,25,13,25,25,25,25,25,25,2,25,19,12,16,25,13,1,25,26
00259.png,15,15,15,10,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
00260.png,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,11,15
00261.png,14,14,14,14,14,14,14,14,10,14,14,14,14,14,14,14,14,14,14,14,14
00262.png,18,18,18,18,18,3,18,18,19,18,18,18,18,18,18,18,18,18,18,18,18
00263.png,25,25,25,25,25,25,25,25,25,23,25,25,25,25,12,25,25,18,11,11,25
00264.png,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,17,1
00265.png,12,12,29,12,12,25,12,12,20,12,12,12,18,41,12,38,12,25,25,15,29
00266.png,5,5,5,7,5,10,7,5,8,5,7,2,1,41,41,18,5,7,15,7,7
00267.png,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,18,25,11,25
00268.png,2,2,2,2,8,5,2,2,5,2,2,7,2,2,2,2,2,2,2,1,5
00269.png,18,18,18,18,18,5,18,18,18,18,25,18,18,18,18,18,18,18,18,18,15
00270.png,18,25,18,25,11,31,25,26,26,18,18,25,25,28,25,25,27,25,25,15,25
00271.png,18,25,18,31,20,31,18,18,31,18,18,18,18,25,18,18,18,13,18,26,13
00272.png,34,34,33,34,34,34,34,34,34,33,34,33,33,33,33,33,34,34,35,33,35
00273.png,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,12
00274.png,25,25,25,25,25,25,25,25,25,25,25,25,25,25,11,11,25,25,25,25,25
00275.png,18,18,18,27,20,25,30,18,18,18,18,18,18,18,18,18,18,18,18,18,13
00276.png,34,34,34,34,34,34,34,34,33,34,33,11,22,16,13,22,34,34,34,33,35
00277.png,39,39,38,39,39,39,38,38,38,38,38,16,16,16,22,16,39,38,39,38,35
00278.png,31,31,31,31,31,31,31,31,10,31,31,31,31,31,31,31,31,18,18,31,31
00279.png,1,1,2,2,2,2,1,1,1,2,1,1,2,2,1,1,1,1,1,2,1
00280.png,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,15
00281.png,35,35,35,33,35,35,35,35,25,35,35,35,35,37,37,37,35,35,35,35,38
00282.png,31,31,31,31,31,10,31,31,19,31,31,31,31,31,31,31,31,31,31,31,31
00283.png,26,26,25,26,3,26,26,26,26,11,26,26,25,18,26,18,26,26,26,26,26
00284.png,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,17
00285.png,1,1,1,1,1,1,1,1,1,1,1,2,1,1,25,25,1,1,1,1,1
