Name,Orig_Label,Pred_Label,Pred_Blurred_5_Label,Pred_Blurred_10_Label,Pred_Blurred_15_Label,Pred_Blurred_20_Label,Pred_Dark_1_Label,Pred_Dark_2_Label,Pred_Dark_3_Label,Pred_Bright_1_Label,Pred_Bright_2_Label,Pred_Bright_3_Label,Pred_Bright_4_Label,Pred_Bright_5_Label,Pred_Bright_6_Label,Pred_Bright_7_Label,Pred_Occl_5_Label,Pred_Occl_10_Label,Pred_Occl_15_Label,Pred_Occl_20_Label,Pred_Occl_25_Label
00054.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
00055.png,35,35,35,35,35,35,35,35,35,35,15,13,12,13,12,13,35,35,35,35,38
00056.png,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
00057.png,26,25,26,26,26,28,26,26,26,26,26,26,27,27,18,41,26,26,26,26,11
00058.png,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13,9,9
00059.png,16,16,16,16,10,10,16,16,16,16,16,16,16,16,16,16,16,9,9,26,26
00060.png,38,38,38,38,38,38,38,38,38,39,38,38,38,38,38,38,38,38,38,38,38
00061.png,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11
00062.png,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,1,4
00063.png,9,9,9,10,9,10,9,9,19,9,9,9,9,9,9,9,9,9,9,9,9
00064.png,15,15,15,15,15,10,15,15,15,15,15,15,15,15,15,9,15,7,15,15,15
00065.png,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
00066.png,26,26,26,26,26,11,26,26,26,26,26,26,18,26,28,28,26,18,26,11,26
00067.png,2,2,2,5,5,5,2,2,2,7,2,2,2,2,2,4,2,2,2,11,2
00068.png,5,5,5,2,7,10,5,1,5,5,5,2,13,15,16,13,2,5,5,5,2
00069.png,28,28,20,20,20,12,20,28,28,28,25,28,28,28,28,23,28,28,11,19,28
00070.png,11,11,11,11,11,11,11,11,11,11,11,11,11,18,11,22,11,11,11,13,11
00071.png,25,25,25,25,25,25,25,25,19,25,25,25,25,25,25,25,25,25,25,18,25
00072.png,30,30,30,10,11,42,11,13,25,25,30,30,30,30,30,11,30,30,12,25,30
00073.png,34,34,33,34,34,34,34,34,34,33,34,33,33,33,33,38,33,33,38,33,33
00074.png,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,5,1,5,3,1,5
00075.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
00076.png,1,1,1,1,5,8,1,5,5,1,1,10,1,2,1,5,15,1,4,2,1
00077.png,10,10,10,10,10,10,10,10,6,10,10,10,10,10,10,10,10,10,10,9,9
00078.png,25,25,25,18,25,25,25,26,25,25,25,25,25,25,25,12,28,25,13,22,1
00079.png,25,25,25,25,25,28,25,25,28,25,18,25,25,25,25,25,25,25,28,25,25
00080.png,21,21,21,11,11,11,21,21,21,21,21,21,21,21,21,21,21,25,21,11,25
00081.png,33,34,34,34,34,34,33,33,34,34,33,33,33,33,33,38,33,12,33,33,38
00082.png,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,11
00083.png,7,7,7,5,7,5,7,7,32,7,7,7,7,5,7,7,8,7,7,7,7
00084.png,10,10,10,10,10,10,10,10,10,10,10,10,16,10,10,10,10,10,10,10,10
00085.png,35,35,35,35,35,34,35,35,35,35,35,35,35,35,35,35,35,35,35,38,35
00086.png,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,5,3,3,9
00087.png,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7
00088.png,22,22,22,22,22,20,22,22,22,22,22,22,22,22,22,22,22,22,22,11,11
00089.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,11,13
00090.png,3,8,3,5,5,5,3,3,3,3,3,3,3,3,10,3,3,3,3,10,12
00091.png,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17
00092.png,2,2,2,2,1,2,2,2,2,2,2,2,1,25,25,22,1,1,2,2,2
00093.png,14,14,14,14,14,14,14,14,12,14,14,14,14,14,14,14,14,14,14,14,14
00094.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
00095.png,32,32,32,4,32,41,32,32,41,32,41,32,32,32,32,16,32,32,32,32,32
00096.png,3,3,3,3,5,8,3,3,3,3,3,3,3,3,3,3,3,3,11,11,3
00097.png,38,38,38,38,38,38,38,1,2,38,38,38,38,38,38,38,38,38,38,38,35
00098.png,9,9,9,10,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
00099.png,33,33,33,34,34,34,34,33,42,33,33,34,33,33,33,33,34,33,33,35,35
00100.png,1,7,1,1,1,1,1,10,1,1,1,1,4,16,25,16,1,1,1,1,7
00101.png,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,17,10,10
00102.png,5,5,5,5,10,8,5,5,7,5,5,5,5,5,5,1,5,5,5,8,8
00103.png,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,26,11
00104.png,33,33,33,34,34,34,33,40,34,33,33,38,33,38,38,13,33,33,33,35,35
00105.png,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,15,4,4,4,4,4
00106.png,35,35,35,35,35,40,35,35,18,35,35,35,35,35,35,35,35,35,35,38,35
00107.png,25,25,25,25,20,5,23,25,25,25,25,25,25,25,25,25,25,25,25,11,11
00108.png,33,35,34,34,34,33,34,34,33,34,35,15,15,15,13,13,34,34,34,35,38
00109.png,4,8,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,5,26,4
00110.png,1,1,2,1,1,2,1,1,1,1,1,1,2,2,9,1,1,15,2,9,42
00111.png,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
00112.png,16,16,16,16,7,10,16,16,18,16,16,16,16,16,16,16,16,9,9,9,16
00113.png,10,10,10,10,10,10,10,10,10,10,10,10,41,41,41,16,10,15,12,15,12
00114.png,30,23,23,31,31,31,31,31,19,20,31,23,31,31,31,20,23,31,10,31,11
00115.png,3,3,3,3,3,1,3,3,3,3,3,3,3,1,2,1,3,3,12,9,3
00116.png,27,27,27,27,20,10,27,27,27,27,27,27,27,27,31,18,27,27,25,28,27
00117.png,29,28,26,23,12,11,23,29,11,26,23,18,22,25,25,25,29,18,12,18,12
00118.png,1,1,1,1,1,1,1,1,1,1,1,9,10,1,1,15,1,1,1,1,1
00119.png,17,17,17,17,10,17,9,14,14,17,12,12,16,12,41,16,17,12,17,17,17
00120.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,35,13,13,13,13,13,11
00121.png,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
00122.png,1,1,1,1,1,1,1,1,1,1,1,16,12,16,16,16,1,1,1,1,1
00123.png,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,8,8
00124.png,2,2,2,2,0,2,2,2,3,2,2,2,1,2,2,1,2,2,1,2,2
00125.png,10,10,10,10,10,16,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
00126.png,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10
00127.png,30,25,25,28,31,42,25,19,19,25,20,23,23,30,30,25,20,31,30,20,26
00128.png,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
00129.png,6,6,6,6,6,6,6,6,28,6,6,6,6,6,42,6,6,6,6,20,42
00130.png,36,36,36,36,36,36,36,36,36,36,36,36,38,16,12,41,36,36,36,38,13
00131.png,3,5,3,16,5,8,5,5,7,41,3,1,3,1,3,3,5,12,3,3,11
00132.png,14,14,14,14,14,14,14,14,14,14,14,1,1,1,25,25,14,14,14,14,14
00133.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
00134.png,11,11,11,25,11,28,11,11,11,11,11,11,11,18,25,25,11,11,11,11,25
00135.png,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,11,10
00136.png,18,18,18,18,18,20,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
00137.png,40,40,40,34,34,34,40,40,40,40,38,40,40,33,40,40,40,35,33,38,12
00138.png,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,2
00139.png,38,38,38,38,38,39,38,38,38,38,38,38,38,16,16,16,38,12,38,35,38
00140.png,41,41,32,41,41,41,9,41,32,41,9,41,9,41,16,41,41,41,42,41,12
00141.png,4,4,4,4,3,9,4,4,1,4,4,4,4,4,4,4,4,4,4,4,3
00142.png,6,6,1,6,6,6,6,6,6,6,1,6,1,1,1,28,6,6,13,6,6
00143.png,18,18,18,26,25,2,26,18,11,26,18,18,18,18,18,18,18,15,26,25,30
00144.png,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
00145.png,25,13,20,20,38,42,25,28,28,38,20,20,20,12,13,25,18,20,20,11,17
00146.png,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,25,1,2,2,2,2
00147.png,41,41,41,41,41,41,41,41,41,41,41,16,41,41,16,15,41,42,41,41,41
00148.png,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,25,11,11,11,11,11
00149.png,21,21,21,21,23,23,21,21,21,21,21,21,21,21,21,11,21,21,11,21,11
00150.png,7,7,7,7,7,5,7,7,15,7,7,7,7,7,7,7,7,7,7,9,7
00151.png,24,24,24,24,18,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
00152.png,11,11,11,11,11,23,25,11,11,11,11,11,11,11,11,11,11,18,18,11,11
00153.png,25,25,25,27,25,28,25,25,25,25,25,25,25,25,25,28,25,28,27,19,25
00154.png,17,17,17,17,17,17,17,17,17,17,17,17,38,15,15,15,17,17,17,17,17
00155.png,3,3,3,3,3,5,3,5,4,3,3,3,3,3,3,3,3,3,5,12,3
00156.png,6,6,6,5,6,6,6,6,19,6,6,6,6,6,6,6,6,6,6,42,42
00157.png,9,9,9,9,10,10,9,9,9,9,9,9,9,16,10,10,9,9,9,9,9
00158.png,7,7,7,7,5,5,7,7,7,7,7,7,7,7,7,7,7,8,18,7,11
00159.png,4,4,1,1,1,1,4,4,1,4,1,1,4,4,4,1,1,4,11,14,14
00160.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,25,13,13,13,13,13
00161.png,16,16,16,16,16,5,16,16,16,16,16,16,16,16,16,16,16,9,1,16,16
00162.png,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,18,1,4
00163.png,25,23,28,23,42,13,23,28,28,27,25,25,24,25,25,28,23,18,28,28,25
00164.png,18,18,26,26,26,31,28,18,26,18,18,18,18,18,18,18,25,18,18,18,13
00165.png,9,9,9,9,9,9,9,9,10,9,9,9,9,9,9,41,9,9,9,13,9
00166.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
00167.png,14,14,14,14,14,14,14,14,14,14,41,1,16,25,25,25,14,14,14,12,14
00168.png,29,29,23,29,29,26,29,29,29,29,29,29,29,23,23,23,18,11,29,11,29
00169.png,17,17,10,10,17,17,17,17,17,10,10,10,17,10,11,10,17,17,17,17,17
00170.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
00171.png,38,38,38,38,38,38,38,38,32,38,38,38,38,38,38,38,38,38,38,38,11
00172.png,26,18,26,26,26,28,26,26,26,26,26,26,25,25,25,4,26,26,26,11,26
00173.png,25,25,25,25,30,18,25,25,25,18,25,11,27,25,25,25,25,25,31,11,25
00174.png,33,33,33,33,34,34,33,35,36,33,33,33,33,33,33,33,37,35,33,38,33
00175.png,1,1,1,1,1,7,1,1,5,1,1,1,1,16,22,22,1,17,1,28,1
00176.png,3,8,4,5,8,8,5,8,6,4,5,2,5,5,5,5,3,3,3,5,3
00177.png,40,40,40,40,40,38,40,40,33,40,40,40,40,40,40,40,40,40,35,38,38
00178.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,17,13,13,13,13,13,25
00179.png,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2
00180.png,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,1,8,8,8,8,8
00181.png,4,4,2,2,4,4,4,4,4,4,4,4,4,9,16,16,4,11,1,15,4
00182.png,36,36,36,35,36,36,36,36,36,33,36,36,36,35,38,1,36,36,37,36,38
00183.png,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,11,25,24
00184.png,20,19,19,20,20,11,20,25,20,19,19,19,19,19,19,19,26,19,18,18,11
00185.png,25,22,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,18,25,25,25
00186.png,18,18,18,30,13,30,18,18,18,18,18,18,18,18,18,18,18,18,18,12,11
00187.png,1,1,1,1,1,2,1,1,1,1,1,1,15,41,1,15,5,18,2,1,15
00188.png,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,18,9,10
00189.png,8,8,8,8,8,10,8,8,8,8,8,8,8,8,8,8,8,8,18,8,4
00190.png,10,10,8,10,10,13,10,10,13,10,10,10,10,10,10,10,10,10,10,10,10
00191.png,29,23,29,29,11,23,23,29,29,23,26,18,25,25,25,25,23,23,18,23,17
00192.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
00193.png,38,38,38,38,38,38,38,38,38,38,38,39,38,33,38,38,38,38,38,38,25
00194.png,31,31,31,31,31,20,31,18,31,31,31,31,31,31,31,31,31,31,31,31,11
00195.png,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,2,2,2,2,2,2
00196.png,8,10,8,5,8,5,8,8,7,5,8,8,8,4,4,10,5,8,4,8,11
00197.png,38,37,38,38,4,38,38,38,40,38,38,38,16,38,15,38,38,38,12,38,38
00198.png,18,21,21,21,31,19,21,21,18,18,18,18,18,19,18,21,21,18,25,18,11
00199.png,28,22,25,11,21,28,28,28,28,28,28,25,25,25,25,1,28,18,11,27,13
00200.png,17,17,17,17,17,17,17,17,17,17,17,17,2,1,15,15,17,17,17,17,17
00201.png,9,9,9,9,10,8,9,10,9,9,9,9,9,9,10,9,9,10,14,9,9
00202.png,4,4,4,5,4,10,4,4,19,4,4,4,4,3,4,4,4,4,11,8,4
00203.png,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2
00204.png,17,17,17,17,17,17,17,17,17,14,5,17,14,1,13,25,17,9,17,17,17
00205.png,9,9,9,9,9,9,9,9,9,9,9,9,9,15,9,9,9,9,9,9,11
00206.png,2,2,2,2,5,5,2,2,2,4,2,2,4,2,1,2,2,2,10,2,25
00207.png,31,31,31,31,31,20,31,31,19,31,31,31,31,31,31,31,31,31,18,11,31
00208.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
00209.png,15,15,15,15,15,15,15,15,15,15,15,15,15,13,13,25,15,15,15,15,15
00210.png,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
00211.png,38,36,13,38,40,35,13,13,13,12,38,38,38,38,38,38,13,38,18,38,11
00212.png,25,25,25,25,25,19,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
00213.png,5,5,5,5,8,8,5,5,5,5,1,2,5,15,15,22,5,5,5,5,2
00214.png,25,25,25,25,25,10,25,25,19,25,25,25,25,25,25,25,25,25,11,25,11
00215.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
00216.png,10,10,10,10,10,17,10,10,10,10,10,17,25,10,12,16,10,9,10,10,11
00217.png,5,5,5,5,2,4,5,5,5,2,2,2,5,5,5,15,5,2,5,1,2
00218.png,4,4,15,4,4,2,4,4,4,4,4,1,4,4,2,16,4,4,4,4,25
00219.png,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
00220.png,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,11,2
00221.png,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,2,11,11
00222.png,5,5,2,5,5,5,5,1,5,5,5,2,5,1,2,1,5,25,5,21,11
00223.png,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1
00224.png,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
00225.png,12,12,12,12,12,12,12,12,12,12,12,12,12,1,25,25,12,12,12,12,12
00226.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,18,12
00227.png,5,5,1,5,8,5,5,5,5,5,5,5,5,5,5,1,5,1,5,2,5
00228.png,8,8,8,8,8,4,8,8,8,8,9,8,8,8,8,4,8,8,8,8,3
00229.png,36,33,36,36,36,36,36,36,12,36,36,38,36,36,36,36,36,35,35,35,35
00230.png,25,25,25,25,25,13,25,25,25,25,25,25,25,25,22,25,25,25,11,11,25
00231.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,11,13,13,29,12
00232.png,33,34,34,34,34,33,34,34,33,34,12,41,12,41,41,16,34,34,38,34,12
00233.png,18,18,18,30,30,30,18,18,12,18,18,18,18,18,18,18,18,18,18,18,18
00234.png,33,33,33,34,33,34,33,33,33,33,33,33,40,33,33,33,40,33,33,33,33
00235.png,19,19,19,31,19,31,19,19,31,19,20,19,19,20,19,19,26,19,19,13,13
00236.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
00237.png,30,25,30,25,36,42,36,25,26,30,30,30,31,25,12,11,31,30,26,18,11
00238.png,4,4,4,4,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
00239.png,18,18,18,18,18,19,18,18,18,18,18,18,18,18,18,13,18,18,26,11,11
00240.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,25,25,12,12,12,12,12
00241.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,28
00242.png,20,19,19,19,20,28,11,20,19,19,19,19,19,19,19,19,19,19,19,20,19
00243.png,0,0,1,1,2,5,1,4,4,1,16,0,0,0,0,4,4,4,9,9,1
00244.png,10,10,10,10,10,10,10,10,19,10,10,10,10,10,10,10,10,10,10,10,10
00245.png,40,40,40,40,34,40,40,40,40,40,40,39,38,40,40,39,40,40,40,40,40
00246.png,5,5,5,5,2,31,5,5,5,5,7,5,5,1,1,1,5,1,5,18,1
00247.png,8,8,8,5,5,5,8,8,8,2,2,2,8,1,1,1,8,8,24,5,8
00248.png,12,12,12,12,38,12,12,12,12,12,12,18,18,22,22,22,12,12,12,12,12
00249.png,38,38,38,38,38,38,38,38,38,38,16,16,38,16,16,41,38,38,37,38,38
00250.png,20,19,25,19,19,20,29,3,19,19,22,23,19,19,19,19,20,20,19,11,29
00251.png,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,25,14,14,14
00252.png,0,1,1,8,1,8,1,1,4,1,1,1,0,0,4,0,1,8,0,4,1
00253.png,36,36,36,33,36,36,36,37,36,33,36,36,35,35,38,1,36,35,36,33,35
00254.png,34,34,34,34,34,34,34,35,40,33,40,25,25,22,25,25,34,35,34,33,34
00255.png,28,28,28,28,28,8,28,28,28,28,28,25,25,25,18,25,28,23,11,11,28
00256.png,35,35,35,35,12,5,35,35,35,35,41,41,12,12,12,12,35,35,35,35,17
00257.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,18,25,13,13,13,13,13
00258.png,25,11,25,25,28,25,25,11,25,25,25,13,12,25,16,1,25,25,25,25,15
00259.png,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
00260.png,35,35,35,35,38,35,35,35,35,35,35,35,35,35,35,35,35,13,35,38,38
00261.png,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
00262.png,18,18,18,18,20,19,18,18,18,18,18,18,18,18,18,18,18,18,18,26,18
00263.png,25,25,25,28,25,25,25,25,25,25,25,25,25,25,25,25,25,11,25,25,11
00264.png,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,12,13,1
00265.png,12,12,12,12,12,12,12,12,12,12,12,12,18,18,12,41,12,18,18,18,30
00266.png,5,5,5,10,10,5,7,5,5,5,7,7,1,1,1,1,5,7,14,5,7
00267.png,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,24,25,25,25
00268.png,2,2,2,2,2,10,5,2,2,2,2,2,10,2,2,2,2,2,2,1,1
00269.png,18,31,18,18,26,26,18,18,18,18,25,18,18,18,18,18,18,18,18,18,18
00270.png,18,26,18,25,28,28,18,27,26,26,18,25,25,25,25,25,25,26,25,25,18
00271.png,18,18,18,1,25,6,18,18,18,18,18,18,18,18,18,18,18,18,18,18,30
00272.png,34,34,33,33,34,34,33,33,34,33,33,33,33,33,33,33,33,33,33,33,33
00273.png,9,9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,10,18,11
00274.png,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,11
00275.png,18,18,24,26,25,25,18,18,11,18,18,18,24,18,18,18,18,18,26,13,11
00276.png,34,34,34,34,34,34,34,34,34,34,38,12,25,25,15,22,34,34,34,13,34
00277.png,39,39,39,39,39,39,39,38,38,38,38,15,16,16,15,15,39,38,38,38,39
00278.png,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,23,31,18,11,31,31
00279.png,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,25,15,2,4,23,15
00280.png,9,9,9,9,9,9,9,9,9,9,9,9,9,10,9,9,9,9,9,3,11
00281.png,35,40,35,35,33,40,35,36,13,36,35,35,35,35,35,37,35,35,35,35,38
00282.png,31,31,31,31,31,20,31,31,19,31,31,31,31,25,31,31,31,31,31,31,31
00283.png,26,26,26,26,19,22,26,26,19,26,11,26,26,26,18,25,26,26,26,11,11
00284.png,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
00285.png,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,1,1,11,1,1
